item_id,qtype,tier_v1,tier_v2,tier_changed,tier_direction,old_teacher_agree,new_teacher_agree,raw_teacher_consensus,norm_teacher_consensus,raw_independent_answer,norm_independent_answer,indep_source,indep_vs_teacher,gold_conflict_flag,gold_best_answer_norm,gold_best_answer_raw,gold_source,n_ans_slots,wolfram_answer,wolfram_confidence,search_answer,search_gold,question_preview
359,MCQ,T2,T2,False,unchanged,3,3,D,D,,,,,False,D,D,teacher_3of3,0,,,,False,"If $\operatorname*{lim}_{x\to0}\left(1-kx\right)^{\frac{2}{x}}=2$, what is the n"
360,MCQ,T2,T2,False,unchanged,3,3,D,D,,,,,False,D,D,teacher_3of3,0,,,,False,Sum the series \[\sum_{m=1}^\infty \sum_{n=1}^\infty \frac{m^2 n}{3^m(n3^m+m3^n)
361,free_single,T2,T2,False,unchanged,3,3,180-7x,180-7x,,,,,False,180-7x,180-7x,teacher_3of3,1,,,,False,Two angles are supplementary if the sum of their measures is $180^{\circ}$. If t
362,free_single,T3,T2,True,promoted,2,3,(6x-5y)(6x+5y),(6x-5y)(6x+5y),,,,,False,(6x-5y)(6x+5y),(6x-5y)(6x+5y),teacher_3of3,1,,,,False,Factor the difference of squares: $36x^{2}-25y^{2}=$ [ANS]
363,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,3,,,,False,"Suppose $y$, the number of cases of a disease, is reduced by 11\% per year. (a) "
364,free_multi,T1,T2,True,demoted,3,3,"Y,N,Y,N","Y,N,Y,N",,,,,False,"Y,N,Y,N","Y,N,Y,N",teacher_3of3,4,,,,False,"Determine whether f is a function from $\mathbb{Z}$ to $\mathbb{R}$. Enter ""Y"" f"
365,free_single,T2,T2,False,unchanged,3,3,C,C,,,,,False,C,C,teacher_3of3,1,,,,False,Use a graphing calculator to decide which viewing rectangle (A)-(D) produces the
366,MCQ,T2,T2,False,unchanged,3,3,G,G,,,,,False,G,G,teacher_3of3,0,,,,False,"Let the matrix $A=( \alpha_{_1}, \alpha_{_2}, \alpha_{_3}, \alpha_{_4} )$ , wher"
367,free_multi,T3,T3,False,unchanged,2,2,"60.3^\circ,46.3^\circ,53.3^\circ","60.3,46.3,53.3",,,,,False,"60.3,46.3,53.3","60.3^\circ,46.3^\circ,53.3^\circ",teacher_2of3,3,,,,False,Determine each to 1 decimal place: $\sin(\alpha)=0.868632$ implies $\alpha \ $ [
368,free_multi,T2,T2,False,unchanged,3,3,"C,D,D,E","C,D,D,E",,,,,False,"C,D,D,E","C,D,D,E",teacher_3of3,4,,,,False,Let $f(t)$ denote the number of people eating in a restaurant $t$ minutes after 
369,free_multi,T3,T2,True,promoted,2,3,"\frac34,5,2","\frac{3}{4},5,2",,,,,False,"\frac{3}{4},5,2","\frac34,5,2",teacher_3of3,3,,,,False,"A quadratic function has its vertex at the point $(5,2)$. The function passes th"
370,free_multi,T4,T2,True,promoted,1,3,"y=-5,10","-5,10",,,,,False,"-5,10","y=-5,10",teacher_3of3,2,,,,False,Find amplitude and midline of the function $y=10 \cos{(5x)}-5$ (a) The midline i
371,free_single,T3,T3,False,unchanged,2,2,7.41,7.41,,,,,False,7.41,7.41,teacher_2of3,1,,,,False,"Solve $i=Prt$ for $t$, given that $P=\$402$, $r=9$ \%, and $i=\$268$. Answer: $t"
372,free_single,T2,T2,False,unchanged,3,3,0.51,0.51,,,,,False,0.51,0.51,teacher_3of3,1,,,,False,"In estimating the mean monthly fuel expenditure, $\mu$, per household vehicle, t"
373,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,2,,,,False,Listed below are the lenths (in minutes) of randomly selected music CDs. Constru
374,free_single,T2,T2,False,unchanged,3,3,4000,4000,,,,,False,4000,4000,teacher_3of3,1,,,,False,"Among a town’s registered voters, there are $36\%$ Democrats and $33\%$ Republic"
375,free_single,T4,T3,True,promoted,1,2,\3.72,\3.72,,,,,False,\3.72,\3.72,teacher_2of3,1,,,,False,Mr. Mason owes \$ 21.28 for his groceries. He pays with a twenty-dollar bill and
376,free_single,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,0,,,,False,"Determine the sum of the smallest 50 possible values of $\text{gcd}(a^2+b^2+c^2,"
377,MCQ,T2,T2,False,unchanged,3,3,B,B,,,,,False,B,B,teacher_3of3,0,,,,False,Find the largest prime factor of the smallest positive integer $n$ such that $r_
378,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,5,,,,False,Is the number of games won by a major league baseball team in a season related t
379,free_single,T1,T1,False,unchanged,3,3,480,480,$480,$480,search_GOLD,agree,False,$480,$480,search_GOLD,1,,,$480,True,A company produce snowboards. Fixed costs are \$1320 and the cost per snowboard 
380,free_multi,T2,T2,False,unchanged,2,3,"0.075, 0.239, 32000, 16710, 38000, 0.00248, 52000","0.075,0.239,32000,16710,38000,0.00248,52000",,,,,False,"0.075,0.239,32000,16710,38000,0.00248,52000","0.075, 0.239, 32000, 16710, 38000, 0.00248, 52000",teacher_3of3,7,,,,False,Complete each statement: 75 mL=[ANS] L 239 mm=[ANS] m 32 kg=[ANS] g 1671 cm=[ANS
381,free_single,T2,T2,False,unchanged,3,3,2040,2040,,,,,False,2040,2040,teacher_3of3,1,,,,False,Find the numerical value of the sum below. $ \sum\limits_{k=1}^{120} 17$=[ANS]
382,free_multi,T3,T3,False,unchanged,2,2,"\frac{187}{18},\frac{55}{9}","\frac{187}{18},\frac{55}{9}",,,,,False,"\frac{187}{18},\frac{55}{9}","\frac{187}{18},\frac{55}{9}",teacher_2of3,2,,,,False,"A rectangular room is $1.7$ times as long as it is wide, and its perimeter is $3"
383,free_single,T3,T3,False,unchanged,2,2,80,80,,,,,False,80,80,teacher_2of3,0,,,,False,We call a $n \times n$ table filled with positive integers \emph{divisoral} if i
384,free_single,T4,T3,True,promoted,1,2,x = \frac{\ln\!(\frac{11}{32}) - 3}{5},\frac{\ln(\frac{11}{32})-3}{5},,,,,False,\frac{\ln(\frac{11}{32})-3}{5},x = \frac{\ln\!(\frac{11}{32}) - 3}{5},teacher_2of3,1,,,,False,Find the exact solution to the equation below. (Do not give a decimal approximat
385,free_multi,T1,T1,False,unchanged,3,3,"A,A,A","A,A,A","A, A, A","A,A,A",wolfram_HIGH,agree,False,"A,A,A","A, A, A",wolfram_HIGH,3,"A, A, A",HIGH,,False,"For each problem, select the best response. (a) In order to take a sample of 120"
386,free_single,T3,T3,False,unchanged,2,2,3,3,,,,,False,3,3,teacher_2of3,0,,,,False,"There are $n$ parallel lines on a plane, and there is a set $S$ of distinct poin"
387,free_single,T1,T1,False,unchanged,3,3,-230,-230,-230,-230,search_GOLD,agree,False,-230,-230,search_GOLD,1,,,-230,True,"Consider the following scenario in which you study your bank account. On Jan. 1,"
388,free_multi,T3,T3,False,unchanged,2,2,"4.11\%,3.52\%,2.94\%,1.17\%,0\%","4.11,3.52,2.94,1.17,0",,,,,False,"4.11,3.52,2.94,1.17,0","4.11\%,3.52\%,2.94\%,1.17\%,0\%",teacher_2of3,5,,,,False,Consider a population of coyotes whose intristic growth rate is 9.1\% and whose 
389,MCQ,T3,T4,True,demoted,2,2,F,F,x^2+5x±5,X,search_GOLD,disagree,True,,,conflict,0,,,x^2+5x±5,True,Express the polynomial $( x+1 ) ( x+2 ) ( x+3 ) ( x+4 )$ as a perfect square for
390,free_multi,T4,T2,True,promoted,1,3,"\frac{3}{25}, -\frac{15}{14}","\frac{3}{25},-\frac{15}{14}",,,,,False,"\frac{3}{25},-\frac{15}{14}","\frac{3}{25}, -\frac{15}{14}",teacher_3of3,2,,,,False,Add as indicated: (Note: Your answer must be a fraction.) a) $\frac{2}{5}+(-\fra
391,MCQ,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,0,,,,False,Consider a prime number $f$ exceeding 5. Define $f(f)$ as the count of infinite 
392,free_single,T2,T2,False,unchanged,3,3,81,81,,,,,False,81,81,teacher_3of3,1,,,,False,Use rules to find the sum $37-(-31)-(-13)$ [ANS]
393,free_multi,T4,T2,True,promoted,1,3,"\frac{1}{10}arccos(\frac{x-6}{16}), -10, 22","\frac{1}{10}arccos(\frac{x-6}{16}),-10,22",,,,,False,"\frac{1}{10}arccos(\frac{x-6}{16}),-10,22","\frac{1}{10}arccos(\frac{x-6}{16}), -10, 22",teacher_3of3,3,,,,False,Find the inverse of the following function and state its domain. $f(x)=16 \cos (
394,MCQ,T2,T2,False,unchanged,3,3,H,H,,,,,False,H,H,teacher_3of3,0,,,,False,"Compute the integral: $$ \int x \cdot \arctan(2 \cdot x)^2 \, dx $$"
395,free_multi,T2,T1,True,promoted,2,3,"\frac{85}{3},-\frac{95}{4},-\frac{10}{7}","\frac{85}{3},-\frac{95}{4},-\frac{10}{7}","\frac{85}{3}, -\frac{95}{4}, -\frac{10}{7}","\frac{85}{3},-\frac{95}{4},-\frac{10}{7}",wolfram_HIGH,agree,False,"\frac{85}{3},-\frac{95}{4},-\frac{10}{7}","\frac{85}{3}, -\frac{95}{4}, -\frac{10}{7}",wolfram_HIGH,3,"\frac{85}{3}, -\frac{95}{4}, -\frac{10}{7}",HIGH,,False,"In 2005, you have 55 CDs in your collection. In 2008, you have 140 CDs. In 2012,"
396,free_multi,T3,T3,False,unchanged,2,2,"(-inf,5),(-3,5]","(-inf,5),(-3,5]",,,,,False,"(-inf,5),(-3,5]","(-inf,5),(-3,5]",teacher_2of3,2,,,,False,"When expressing sets, you may write “inf” for infinity. Give the interval notati"
397,free_multi,T3,T2,True,promoted,2,3,"256\pi, \frac{2048\pi}{3}","256\pi,\frac{2048\pi}{3}",,,,,False,"256\pi,\frac{2048\pi}{3}","256\pi, \frac{2048\pi}{3}",teacher_3of3,2,,,,False,"As Aragorn views the Dark Lord in a crystal ball of radius 8, he realizes that: "
398,MCQ,T2,T2,False,unchanged,3,3,A,A,,,,,False,A,A,teacher_3of3,0,,,,False,"Let $\alpha_{1} \!=\! (-1, 0, \ -2 ), \alpha_{2} \!=\! ( 0, 1, 2 ), \quad\alpha_"
399,MCQ,T2,T2,False,unchanged,3,3,E,E,,,,,False,E,E,teacher_3of3,0,,,,False,"For all real numbers $x$ satisfying $x^4+861184\leq 1865x^2$, what is the maximu"
400,MCQ,T2,T2,False,unchanged,3,3,E,E,,,,,False,E,E,teacher_3of3,0,,,,False,"Let the random variables ( X_1 ,X_2 ,X_3 ,X_4 ) be independent and identically d"
401,free_multi,T4,T3,True,promoted,1,2,"\frac{450}{\pi}^\circ,240^\circ,\frac{165}{\pi}^\circ,-135^\circ","\frac{450}{\pi},240,\frac{165}{\pi},-135",,,,,False,"\frac{450}{\pi},240,\frac{165}{\pi},-135","\frac{450}{\pi}^\circ,240^\circ,\frac{165}{\pi}^\circ,-135^\circ",teacher_2of3,4,,,,False,Convert from radians to degrees. (a) $\frac{5}{2}$ [ANS] (b) $\frac{4 \pi}{3}$ [
402,MCQ,T2,T2,False,unchanged,3,3,J,J,,,,,False,J,J,teacher_3of3,0,,,,False,We now define an algorithm: The definition of a(n) is: Fully multiplicative with
403,MCQ,T2,T2,False,unchanged,3,3,J,J,,,,,False,J,J,teacher_3of3,0,,,,False,"Let $$ X=\langle x_{1}, x_{2} \rangle, \quad Y=\langle y_{1}, y_{2}, y_{3} \rang"
404,free_single,T3,T2,True,promoted,2,3,52,52,,,,,False,52,52,teacher_3of3,1,,,,False,"A standard six-sided die was rolled 50 times, and the outcomes are in the table "
405,MCQ,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,0,,,,False,We now define an algorithm: The definition of a(n) is the number of partitions o
406,free_single,T2,T2,False,unchanged,3,3,-7,-7,,,,,False,-7,-7,teacher_3of3,1,,,,False,"Find $x$ such that $4x+1, \ 4x+4,$ and $-4x-49$ are consecutive terms of an arit"
407,MCQ,T2,T2,False,unchanged,3,3,C,C,,,,,False,C,C,teacher_3of3,0,,,,False,"Using the Huffman algorithm to find the optimal binary tree T with weights 7, 8,"
408,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,5,,,,False,"For each of the following problems, show that the repeating decimal is a rationa"
409,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,2,,,,False,"For the data set (-1,-3), (2,2), (5,5), (9,7), (10,10), find interval estimates "
410,free_multi,T4,T3,True,promoted,1,2,"45^\circ,4 s","45,4s",,,,,False,"45,4s","45^\circ,4 s",teacher_2of3,2,,,,False,A searchlight rotates through one complete revolution every 8 seconds. Determine
411,free_single,T2,T2,False,unchanged,3,3,\frac{392\pi}{45},\frac{392\pi}{45},,,,,False,\frac{392\pi}{45},\frac{392\pi}{45},teacher_3of3,1,,,,False,"In a circle of radius 8, the length of the arc that subtends a central angle of "
412,free_single,T1,T1,False,unchanged,3,3,\frac{4\sqrt{78}-35}{72},\frac{4\sqrt{78}-35}{72},(4*sqrt(78)-35)/72,(4*sqrt(78)-35)/72,search_GOLD,agree,False,(4*sqrt(78)-35)/72,(4*sqrt(78)-35)/72,search_GOLD,1,,,(4*sqrt(78)-35)/72,True,Given $\cos(\alpha)=-\frac{\sqrt{32}}{9}$ and $\alpha$ is in quadrant II and $\s
413,free_multi,T3,T3,False,unchanged,1,1,,,"0.89, (1.83, infty), 0.2008, A","0.89,(1.83,infty),0.2008,A",wolfram_HIGH,,False,"0.89,(1.83,infty),0.2008,A","0.89, (1.83, infty), 0.2008, A",wolfram_HIGH,4,"0.89, (1.83, infty), 0.2008, A",HIGH,,False,A company that sponsors LSAT prep courses would like to be able to claim that th
414,MCQ,T2,T2,False,unchanged,3,3,I,I,,,,,False,I,I,teacher_3of3,0,,,,False,Compute the integral: $$ \int \frac{ 3 }{ 4 \cdot x^2 \cdot \sqrt{5 \cdot x^2-2 
415,free_multi,T4,T3,True,promoted,1,2,"\sqrt{\frac{A}{6}},A,(\frac{A}{6})^{3/2},A","\sqrt{\frac{A}{6}},A,(\frac{A}{6})^{3/2},A",,,,,False,"\sqrt{\frac{A}{6}},A,(\frac{A}{6})^{3/2},A","\sqrt{\frac{A}{6}},A,(\frac{A}{6})^{3/2},A",teacher_2of3,4,,,,False,The formula for the volume of a cube with side length $s$ is $V=s^3$. The formul
416,free_multi,T2,T2,False,unchanged,3,3,"11,16","11,16",,,,,False,"11,16","11,16",teacher_3of3,2,,,,False,In simplest form: $\begin{array}{cccc}\hline & \frac {462}{672}=& & [ANS] [ANS] 
417,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,5,,,,False,Complete the ANOVA table for a completely randomized design below. $\begin{array
418,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,4,,,,False,Test the claim that the population of sophomore college students has a mean grad
419,free_single,T3,T3,False,unchanged,2,2,n^2,n^2,,,,,False,n^2,n^2,teacher_2of3,0,,,,False,"Alice and Bob play a game on a connected graph with $2n$ vertices, where $n\in \"
420,MCQ,T2,T2,False,unchanged,3,3,H,H,,,,,False,H,H,teacher_3of3,0,,,,False,"Suppose we like to calculate P(H|E, F) and we have no conditional independence i"
421,free_multi,T3,T3,False,unchanged,2,2,"-\frac{9\sqrt5}{20},-\frac{\sqrt5}{20}","-\frac{9\sqrt{5}}{20},-\frac{\sqrt{5}}{20}",,,,,False,"-\frac{9\sqrt{5}}{20},-\frac{\sqrt{5}}{20}","-\frac{9\sqrt5}{20},-\frac{\sqrt5}{20}",teacher_2of3,2,,,,False,"Suppose the angle $\theta$ is in the second quadrant, $\pi/2 \leq \theta \leq \p"
422,free_single,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,0,,,,False,A natural number \(N\) is given. A cube with side length \(2N + 1\) is made up o
423,free_single,T4,T2,True,promoted,1,3,-\frac{1}{2},-\frac{1}{2},,,,,False,-\frac{1}{2},-\frac{1}{2},teacher_3of3,1,,,,False,"The average of $10^\circ,-11^\circ, 4^\circ, 7^\circ,-7^\circ,-6^\circ$=[ANS] $^"
424,free_multi,T2,T2,False,unchanged,3,3,"parameter,parameter,statistic,statistic","parameter,parameter,statistic,statistic",,,,,False,"parameter,parameter,statistic,statistic","parameter,parameter,statistic,statistic",teacher_3of3,4,,,,False,"Identify each quantity as a parameter or statistic. Write ""parameter"" or ""statis"
425,free_single,T2,T2,False,unchanged,3,3,7,7,,,,,False,7,7,teacher_3of3,1,,,,False,Evaluate the expression \frac{\sqrt{343}}{\sqrt{7}} Your answer is [ANS]
426,free_single,T2,T2,False,unchanged,3,3,11,11,,,,,False,11,11,teacher_3of3,1,,,,False,"In a group of healthy cows and chickens, the number of legs is 22 more than twic"
427,MCQ,T3,T3,False,unchanged,2,2,E,E,,,,,False,E,E,teacher_2of3,0,,,,False,"Let $a$ , $b$ , and $c$ be positive real numbers such that $a^2+b^2=c^2+ab$ and "
428,free_multi,T2,T2,False,unchanged,3,3,"43,55","43,55",,,,,False,"43,55","43,55",teacher_3of3,2,,,,False,"Divide the fractions, and reduce your answer. \frac{8}{55}\div\frac{8}{43} The r"
429,free_single,T3,T3,False,unchanged,2,2,A,A,,,,,False,A,A,teacher_2of3,1,,,,False,Libby had a ten-dollar bill. Then she spent \$ 2.95 at a store. How much money d
430,MCQ,T2,T2,False,unchanged,3,3,E,E,,,,,False,E,E,teacher_3of3,0,,,,False,Evaluate the limit: $$ \lim_{x \to 0}\left(\frac{ \ln\left(1+x+x^2\right)+\ln\le
431,free_multi,T3,T2,True,promoted,2,3,"5, 42","5,42",,,,,False,"5,42","5, 42",teacher_3of3,2,,,,False,"Using a change of base formula, one can write \frac{\log_{11} (42)} {\log_{11}(5"
432,free_single,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,1,,,,False,"Solve the equation in the interval $[0,\, 2 \pi]$. If there is more than one sol"
433,MCQ,T2,T2,False,unchanged,3,3,C,C,,,,,False,C,C,teacher_3of3,0,,,,False,To express $\operatorname{cos} 3\theta$ in terms of $\operatorname{sin} \theta$ 
434,MCQ,T2,T2,False,unchanged,3,3,A,A,,,,,False,A,A,teacher_3of3,0,,,,False,We now define an algorithm: The definition of a(n) is the number of ways of part
435,free_multi,T3,T4,True,demoted,1,2,"0.446, 0.537, A","0.446,0.537,A","0.4457, 0.5368, A","0.4457,0.5368,A",wolfram_HIGH,disagree,True,,,conflict,3,"0.4457, 0.5368, A",HIGH,,False,Construct the $99$ \% confidence interval estimate of the population proportion 
436,free_single,T2,T2,False,unchanged,3,3,20,20,,,,,False,20,20,teacher_3of3,1,,,,False,Find an equivalent fraction to $\frac{5}{8}$: ${\frac{5}{8}=\frac{?}{32}}$ The q
437,free_single,T2,T2,False,unchanged,3,3,"(76.37, 79.63)","(76.37,79.63)",,,,,False,"(76.37,79.63)","(76.37, 79.63)",teacher_3of3,1,,,,False,The number of cars sold annually by used car salespeople is normally distributed
438,free_multi,T3,T2,True,promoted,2,3,"5,9,1,10,2,0,10,x^3y^7,1","5,9,1,10,2,0,10,x^3y^7,1",,,,,False,"5,9,1,10,2,0,10,x^3y^7,1","5,9,1,10,2,0,10,x^3y^7,1",teacher_3of3,9,,,,False,Determine the following for: $5x^{4} y^{5}+x^{3} y^{7}+2$ a) Determine the term 
439,free_single,T2,T2,False,unchanged,3,3,-\frac{4}{13},-\frac{4}{13},,,,,False,-\frac{4}{13},-\frac{4}{13},teacher_3of3,1,,,,False,"Add these two fractions: ${-\frac{10}{13}+\frac{6}{13}}$ When needed, use an imp"
440,MCQ,T3,T3,False,unchanged,2,2,G,G,5/2,INVALID,search_GOLD,review,False,G,G,teacher_2of3,0,,,5/2,True,Given any convex pentagon whose vertices (no three of which are collinear) have 
441,free_single,T2,T2,False,unchanged,3,3,260,260,,,,,False,260,260,teacher_3of3,1,,,,False,You’ve poured $140$ grams of a $6\%$ (by mass) alcohol solution into a large gla
442,MCQ,T3,T3,False,unchanged,2,2,H,H,,,,,False,H,H,teacher_2of3,0,,,,False,"Find the gradient of the function $f(x,y) = \frac{ \sqrt{x} + y^2 }{ x \cdot y }"
443,MCQ,T2,T2,False,unchanged,3,3,G,G,,,,,False,G,G,teacher_3of3,0,,,,False,"Let $P(x) = x^4 + 2x^3 + 3x^2 + 4x + 5$ have roots $r_1, r_2, r_3, r_4$ . Given "
444,free_multi,T3,T3,False,unchanged,2,2,"113,35,112,61,148,43","113,35,112,61,148,43",,,,,False,"113,35,112,61,148,43","113,35,112,61,148,43",teacher_2of3,6,,,,False,Find the quotient and remainder in each of the following. $80\vert\overline{9075
445,MCQ,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,0,,,,False,"$P$ is the probability that if you flip a fair coin, $20$ heads will occur befor"
446,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,2,,,,False,Find the standard error of the estimate and the coefficient of determination for
447,free_single,T3,T3,False,unchanged,2,2,x \leq 4,x\leq4,,,,,False,x\leq4,x \leq 4,teacher_2of3,1,,,,False,Solve the compound inequality. x \leq 6 \mbox{and} x \leq 4 Answer: [ANS]
448,free_multi,T4,T3,True,promoted,1,2,"x^3-4x^2-6x+30,\ x^2-9x+20","x^3-4x^2-6x+30,\x^2-9x+20",,,,,False,"x^3-4x^2-6x+30,\x^2-9x+20","x^3-4x^2-6x+30,\ x^2-9x+20",teacher_2of3,2,,,,False,"Is the function below a rational function? If it is, write it in reduced form as"
449,free_multi,T4,T3,True,promoted,1,2,"3.585, 0.0008, B","3.585,0.0008,B",,,,,False,"3.585,0.0008,B","3.585, 0.0008, B",teacher_2of3,3,,,,False,$50$ people are randomly selected and the accuracy of their wristwatches is chec
450,MCQ,T3,T3,False,unchanged,2,2,I,I,,,,,False,I,I,teacher_2of3,0,,,,False,"There is an equiangular hexagon $OUTDIA$ such that $OU=DI$ , $UT=IA$ , $TD=AO$ a"
451,free_multi,T4,T2,True,promoted,1,3,"0.129032258064516,0.193548387096774,0.209677419354839,14,0.177419354838710,0.064516129032258","0.129032258064516,0.193548387096774,0.209677419354839,14,0.177419354838710,0.064516129032258",,,,,False,"0.129032258064516,0.193548387096774,0.209677419354839,14,0.177419354838710,0.064516129032258","0.129032258064516,0.193548387096774,0.209677419354839,14,0.177419354838710,0.064516129032258",teacher_3of3,6,,,,False,Complete the table below. $\begin{array}{ccc}\hline Books read within the past y
452,free_single,T2,T2,False,unchanged,3,3,42,42,,,,,False,42,42,teacher_3of3,1,,,,False,A chi-square independence test is to be conducted to decide whether an associati
453,free_single,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,0,,,,False,"Let $a_1$, $a_2$, $r$, and $s$ be positive integers with $r$ and $s$ odd. The se"
454,free_multi,T3,T1,True,promoted,1,3,"1.5, 0.9375","1.5,0.9375","1.5, 0.9375","1.5,0.9375",wolfram_HIGH,agree,False,"1.5,0.9375","1.5, 0.9375",wolfram_HIGH,2,"1.5, 0.9375",HIGH,,False,Consider the report cards for Sam and Samantha given below. $\begin{array}{cccc}
455,free_single,T2,T2,False,unchanged,3,3,C,C,,,,,False,C,C,teacher_3of3,1,,,,False,A movie is 115 minutes long. 60 minutes=1 hour Which statement about the movie i
456,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,3,,,,False,Samples were collected from two ponds in the Bahamas to compare salinity values 
457,MCQ,T3,T3,False,unchanged,2,2,C,C,,,,,False,C,C,teacher_2of3,0,,,,False,Find the sum of all positive integers $x$ such that there exists integers $a$ an
458,free_single,T3,T3,False,unchanged,2,2,3,3,,,,,False,3,3,teacher_2of3,0,,,,False,$n$ assistants start simultaneously from one vertex of a cube-shaped planet with
459,free_multi,T4,T3,True,promoted,1,2,"\sin^2(A),\frac{\cos(A)}{\sin(A)},\sec^2(A),\frac{1}{\tan(A)},\frac{1}{\sin(A)}","\sin^2(A),\frac{\cos(A)}{\sin(A)},\sec^2(A),\frac{1}{\tan(A)},\frac{1}{\sin(A)}",,,,,False,"\sin^2(A),\frac{\cos(A)}{\sin(A)},\sec^2(A),\frac{1}{\tan(A)},\frac{1}{\sin(A)}","\sin^2(A),\frac{\cos(A)}{\sin(A)},\sec^2(A),\frac{1}{\tan(A)},\frac{1}{\sin(A)}",teacher_2of3,5,,,,False,Complete the following fundamental identities: $\begin{array}{cccc}\hline 1. & P
