item_id,category,question_preview,sheet_best_answer,sheet_confidence,sheet_tier,sheet_n_agree,sheet_evidence,teacher_sonnet,teacher_gpt4,teacher_oss,wolfram_answer,wolfram_confidence,search_status,search_answer,search_source,backsolve_answer,backsolve_confidence,backsolve_tier
919,FREE,Let \( X_0; X_1; \dots; X_{n-1} \) be \( n \geq 2 \) given points in the plane; and let \( r > 0 \) be a real number. Al,\frac{3875}{12012},39.63,5,5,sub+teacher,\frac{3875}{12012},\frac{3875}{12012},\frac{3875}{12012},,,,,,0.1756,70.82,3
920,FREE,It is your job to make numbered tags for placing on $372$ bicycles in your city. Tags are created by using stickers from,178,89.21,2,20,backsolve+sub+teacher,178,178,178,,,,,,178,99.0,1
921,MCQ,Find the zeros of the function $f(x) = \left(1 - \tan(x)\right) \cdot \left(1 + \sin(2 \cdot x)\right) - \tan(x) + \cos(,D,93.67,2,22,backsolve+sub+teacher,D,D,D,,,,,,D,99.0,1
922,MCQ,What is the value of the integral $\oint_{c} \frac{2 z^{2}-z+1} {z-1} \mathrm{d} z$;Where $C \colon\mid z \mid=2$?,B,93.67,2,22,backsolve+sub+teacher,B,B,B,,,,,,B,99.0,1
923,FREE,Scientists are conducting an experiment with a gas in a sealed container. The mass of the gas is measured; and the scien,"y = -6.2x + 297.6,93.00,48.00",90.25,2,21,sub+teacher,"y=-6.2x+297.6,\ 93,\ 48","y=-6.2x+297.6,93,48","y = -6.2x + 297.6,93,48",,,,,,"93.00, 48.00",55.64,4
924,FREE,According to one mathematical model; the average life expenctancy for American men born in 1900 was 55 years. Life expec,"n=55+0.2t,2010",54.25,5,9,sub+teacher+wolfram,"n = 55 + 0.2t, \quad 2010","n=55+0.2t,2010","n=55+0.2t,2010","n = 55 + 0.2t, 2010",HIGH,,,,2010,57.53,4
925,FREE,Your school creates student IDs by putting stick-on numbers from 0 to 9 onto a badge. Suppose you have to make $877$ tag,276,68.62,4,19,backsolve+sub+teacher,276,266,276,,,,,,276,77.0,3
926,FREE,Let $f(t)=5-3t^{2}.$ Evaluate $f(t+1)$. $f(t+1)=$ [ANS] Note: Your answer should be completely simplified. Unsimplified ,-3t^2 - 6t + 2,61.2,4,20,backsolve+sub+teacher,2-6t-3t^2,-3t^2-6t+2,-3t^{2}-6t+2,,,,,,-3t^2 - 6t + 2,77.43,3
927,FREE,Using the properties of logarithms; decide whether each equation is true or not. [ANS] 1. $\ln{(A)} \ln{(B)}=\ln{(A)}+\l,"False,True,True,True,False,False",47.89,5,6,sub+teacher,"False, True, True, True, False, False","False,True,True,True,False,False","False,True,True,True,False,False",,,,,,"0,1,1,1,0,0",23.11,5
928,MCQ,Find a cosine series which represents f(x) in 0 \leq x \leq \pi if f(x) is defined as f(x) = 00 \leq x < (\pi / 2) f(x) ,E,85.4,2,21,backsolve+sub+teacher,E,E,E,,,,,,E,99.0,1
929,FREE,"Some car tires can develop what is known as ""heel and toe"" wear if not rotated after a certain mileage. To assess this i","6.086,(-0.72,3.12),A",44.71,5,7,backsolve+sub+teacher+wolfram,"6.086, (-0.72, 3.12), A","6.086,(-0.72,3.12),A","6.086,(-0.72,3.12),A","5.860, (-0.78, 3.18), A",HIGH,,,,"6.086,\ (-0.72,\ 3.12),\ A",36.1,5
930,MCQ,Given the n-order determinant $D \!=\! \left| \! \begin{array} {c c c c c} {{{1}}} & {{{2}}} & {{{3}}} & {{{\cdots}}} & ,E,87.33,2,19,backsolve+sub+teacher,E,E,E,,,,,,E,99.0,1
931,FREE,The midpoint of $AB$ is at $(3; 1)$. If $A=(3;5)$; find $B$. B is:([ANS]; [ANS]),"3,-3",87.98,2,19,backsolve+sub+teacher,"3,-3","3,-3","3,-3",,,GOLD,"3, -3",trivial,"3, -3",88.06,2
932,FREE,Evaluate the expression for $B=3$ and $A=5$. ${-3B+7A}=$ [ANS],26,93.67,2,22,backsolve+sub+teacher,26,26,26,,,,,,26,99.0,1
933,MCQ,For the Knapsack: {1 6 8 15 24}; what is the plain text code if the ciphertext is 38?,E,85.4,2,21,backsolve+sub+teacher,E,E,E,,,,,,E,99.0,1
934,MCQ,We now define an algorithm: The definition of a(n) is the number of terms in the simple continued fraction for the n-th ,J,74.0,4,21,backsolve+sub+teacher,J,J,G,,,,,,J,77.43,3
935,MCQ,Draw in the diagonals of a regular octagon. What is the sum of all distinct angle measures; in degrees; formed by the in,H,80.15,3,17,sub+teacher,H,H,H,,,,,,INVALID,63.1,3
936,FREE,Find $k$ such that the Polynomial $P(x)=4x^3+k x^2+4x-3$ is divisible by $x+4$. $k=$ [ANS],\frac{275}{16},95.0,1,24,sub+teacher,\frac{275}{16},\frac{275}{16},\frac{275}{16},,,GOLD,275/16,trivial,27517,81.65,2
937,FREE,If the positive numbers from 1 to 79; inclusive; are written on a piece of paper; then the sum of all of the digits that,640,93.67,2,22,backsolve+sub+teacher,640,640,640,,,,,,640,99.0,1
938,FREE,Penelope is paying a dinner bill of ${\$43.00}$. Penelope plans to pay $16\%$ in tips. How much in total (including bill,49.88,70.11,4,21,backsolve+sub+teacher,\49.88,\49.88,49.88,,,GOLD,$49.88,trivial,49.88,84.12,2
939,MCQ,Let S be the sum of all positive integer k such that k is relatively prime to 100 and k is less than 100. If $10^n\leq S,E,93.67,2,22,backsolve+sub+teacher,E,E,E,,,,,,E,99.0,1
940,MCQ,We now define an algorithm: The definition of a(n) is: Least gap in the partition having Heinz number n; index of the le,B,89.21,2,20,backsolve+sub+teacher,B,B,B,,,NOT_FOUND,,,B,83.17,2
941,FREE,Is there an association between the use of computerized systems and hospital mortality? In a large-scale hospital study;,"A,C,A,A,B,C",85.39,2,18,backsolve+sub+teacher,"A,C,A,A,B,C","A,C,A,A,B,C","A,C,A,A,B,C",,,,,,"A, C, A, A, B, C",91.65,1
942,FREE,Solve the equation 5\sqrt{n}=n-6. Solutions (separate by commas): $n=$ [ANS],36,93.67,2,22,backsolve+sub+teacher,36,36,36,,,,,,36,99.0,1
