item_id,question,predicted_kaggle_answer,confidence_pct,tier
894,"The variables are x=SP500 market monthly log return and y=monthly return of American Express for 48 months beginning in January 2009. For input into R, the data vectors for monthly market return and monthly stock return are x=c(-0.08955,-0.116457, 0.081953, 0.089772, 0.051721, 0.000196, 0.071522, 0.033009, 0.0351,-0.01996, 0.055779, 0.017615,-0.037675, 0.028115, 0.057133, 0.014651,-0.085532,-0.055388, 0.066516,-0.048612, 0.083928, 0.036193,-0.002293, 0.063257, 0.022393, 0.031457,-0.001048, 0.028097,-0.013593,-0.018426,-0.021708,-0.058467,-0.074467, 0.102307,-0.005071, 0.008497, 0.04266, 0.039787, 0.030852,-0.007526,-0.064699, 0.038793, 0.012519, 0.019571, 0.023947,-0.019988, 0.002843, 0.007043) and y=c(-0.094831,-0.327553, 0.122848, 0.628447,-0.01477,-0.059504, 0.197838, 0.177291, 0.007631, 0.027493, 0.182835,-0.031815,-0.069106, 0.014097, 0.081678, 0.111456,-0.145839, 0.000267, 0.117249,-0.112987, 0.052807,-0.008864, 0.041605,-0.007102, 0.01488, 0.004349, 0.036686, 0.086333, 0.050099, 0.00546,-0.032588,-0.006479,-0.101895, 0.124084,-0.052417,-0.018101, 0.064759, 0.053416, 0.089713, 0.043379,-0.075531, 0.041759,-0.005326, 0.010095,-0.024979,-0.012179,-0.001281, 0.02781)
For the questions below, use 3 decimal places. Part a) The coefficients of the least square regression line are ${\hat \beta}_0$=[ANS]
${\hat \beta}_1$=[ANS]
Part b) Next, the least squares equation in (a) is used for out-of-sample assessment. Suppose we want to get a prediction interval for each of the next 10 months (beginning January 2013) when the SP500 returns are values in the following R vector. xnext=c(0.049198, 0.011, 0.035355, 0.017924, 0.02055,-0.015113, 0.048278,-0.031798, 0.029316, 0.04363)
The t critical value for the 95\% prediction interval is [ANS]. Using the fitted regression equation for January 2009 to December 2012, the lower endpoint of the 95\% prediction interval for January 2013 (SP500 return 0.049198) is [ANS]. The upper endpoint of this 95\% prediction interval is [ANS]. The lower endpoint of the 95\% prediction interval for October 2013 (SP500 return 0.04363) is [ANS]. The upper endpoint of this 95\% prediction interval is [ANS].
Part c) Get the 10 out-of-sample prediction intervals for January to October 2013 from part (b) of which you were asked to enter two intervals. The actual values of the monthly stock returns for American Express are in the following vector ynext=c(0.026364, 0.055335, 0.081897, 0.016943, 0.101428,-0.012572,-0.010393,-0.025476, 0.048978, 0.08293) How many of these observed values (not used in the fitted regression equation) are contained in the corresponding prediction intervals. (The response here is an integer between 0 and 10; theoretically it is close to 9.) [ANS]",9,95.51,1
895,Find a formula for the exponential function which satisfies the given conditions: g(10)=70 \quad\mbox{and}\quad g(30)=20. $g(x)=$ [ANS],70 \left( \dfrac{2}{7} \right)^{\frac{x - 10}{20}},97.44,1
896,"Choose True or False for the following questions about the difference between expressions and equations.
$\text{We can evaluate}5x+2=2x+5\text{when}x=1$ [ANS]
$\text{We can evaluate}5x+2\text{when}x=1$ [ANS]
$5x+2=2x+5\text{is an expression.}$ [ANS]
$2x+5\text{is an equation.}$ [ANS]
$5x+2=2x+5\text{is an equation.}$ [ANS]
$\text{We can check whether}x=1\text{is a solution of}5x+2=2x+5.$ [ANS]
$\text{We can check whether}x=1\text{is a solution of}5x+2.$ [ANS]
$5x+2\text{is an expression.}$ [ANS]","0, 1, 0, 0, 1, 1, 0, 1",18.64,5
897,Suppose that the mean score of a class of 34 students was 77. The 18 male students in the class had a mean score of 70. What was the mean score for the 16 female students? Mean Score for Female Students=[ANS],84.88,62.63,3
898,"Simplify the expression:
$8\times 6+0 \times 7$ [ANS]",48,99.0,1
899,"Compute the integral:
$$
\int \frac{ \tan(x) }{ \sqrt{\sin(x)^4+\cos(x)^4} } \, dx
$$",D,99.0,1
900,"Town A and Town B were located close to each other, and recently merged into one city. Town A had a population with $8\%$ African Americans. Town B had a population with $12\%$ African Americans. After the merge, the new city has a total of $4800$ residents, with $11\%$ African Americans. How many residents did Town A and Town B used to have? Write and solve a system equation to answer the following questions.
Town A used to have [ANS] residents, and Town B used to have [ANS] residents.","1200, 3600",97.68,1
901,"Let $\quad{\underline{{{2}}}}=\int_{1}^{2} {\frac{x-1} {x}}+\int_{2}^{3} {\frac{3-x} {x}}, \quad{\underline{{{3}}}}=\int_{2}^{3} {\frac{x-2} {x}}+\int_{3}^{4} {\frac{4-x} {x}}$ . What are $\quad{\underline{{{2}}}}+\quad{\underline{{{3}}}}$ and $\quad{\underline{{{2}}}}-\quad{\underline{{{3}}}}$?",D,39.41,5
902,The expression \frac{\sqrt{81}}{\sqrt{36}} equals [ANS]/[ANS].,"3, 2",45.31,4
903,"In a histogram, the proportion of the total area which must be to the left of the median is: [ANS] A. exactly 0.50  B. between 0.25 and 0.60 if the distribution is symmetric and unimodal  C. more than 0.50 if the distribution is skewed to the right  D. less than 0.50 if the distribution is skewed to the left
Which of the following statements is true? [ANS] A. The sum of the squared deviations from the arithmetic mean is always zero  B. The distance between the first and third quartiles is twice the distance between the first quartile and the median  C. The sum of the deviations from the arithmetic mean is always zero  D. The standard deviation is always less than the variance  E. The arithmetic mean is always less than the geometric mean","A, C",91.65,1
904,"Let $$R_1 = \begin{pmatrix}
0.5 & 0.4 & 0.2 & 0.1 \\
0.2 & 0.6 & 0.4 & 0.5 \\
0.1 & 0.9 & 1 & 0.7
\end{pmatrix},$$
$$
R_2 = \begin{pmatrix}
0.4 & 0.1 & 0.1 & 0.6 \\
0.5 & 0.9 & 0.7 & 0.5 \\
0.6 & 0.8 & 0.7 & 0.6 \\
\end{pmatrix},
$$
$$
R_3 = \begin{pmatrix}
0.6 & 0.5 \\
0.7 & 0.8\\
1&0.9\\0.2&0.3
\end{pmatrix},
$$
$$
R_4 = \begin{pmatrix}
0.7 & 0.3 \\
0.6 & 0.4\\0.5&0.5\\0.4&0.6
\end{pmatrix},
$$
$$
R_5 = \begin{pmatrix}
0.2 & 0.3&0.7\\
0.6 & 0.4&0.8
\end{pmatrix},
$$
$$
R_6 = \begin{pmatrix}
0.2 & 0.6 & 0.9 \\
0.3 & 0.2 & 0.1
\end{pmatrix}
$$
What is the value of $(R_1 \cup R_2) \cdot (R_3 \cdot R_5)$?",D,87.37,2
905,"For each paired data set, construct a scatterplot and identify the mathematical model that best fits the given data. $\begin{array}{c|ccccccc} x & 1 & 2 & 3 & 4 & 5 & 6 & 7\cr \hline y & 1 & 2.83 & 5.2 & 8 & 11.18 & 14.7 & 18.52 \cr \end{array}$ [ANS] A. Quadratic  B. Power  C. Logarithmic  D. Logistic  E. Linear $\begin{array}{c|ccccccc} x & 1 & 2 & 3 & 4 & 5 & 6 & 7\cr \hline y & 4.5 & 7.5 & 10.5 & 13.5 & 16.5 & 19.5 & 22.5 \cr \end{array}$ [ANS] A. Power  B. Logistic  C. Linear  D. Quadratic  E. Exponential","B, C",97.68,1
906,Find vertical asymptote(s) of the function ${m(x)={\frac{3}{x^{2}-7x+10}}}$. Use commas to separate equations if needed. [ANS],"x=2, x=5",36.1,5
907,"Let $\mathcal P$ be a simple polygon and let $j$ and $k$ be positive integers with $j > k$. Suppose that it is possible to partition $\mathcal P$ into $j$ rectangles and shade $k$ of them gray such that no two shaded rectangles share a positive amount of perimeter. (It is permissible for any two of them to share a vertex.) Let $S(j,k)$ denote the fewest number of sides that $\mathcal P$ could have. Compute 
\[
\sum_{k=5}^{10}\sum_{j=11}^{15} S(j,k).
\]
",56,95.51,1
908,"A typical cup of coffee contains about 100 mg of caffeine and every hour approximately 17\% is metabolized and eliminated.
(a) Write $C$, the amount of caffeine in the body in mg as a function of $t$, the number of hours since the coffee was consumed. $C(t)=$ [ANS] mg (b) How much caffeine is in the body after 5 hours? [ANS] mg (Round your answer to three decimal places.)","100 \cdot (0.83)^t, 39.390",39.16,5
909,"You start with 800 items. How many do you have after a 90\% increase?
You will have [ANS] items.",1520,99.0,1
910,"On average, Fabrienne collects $126$ stamps every year. Fill in blanks: Question 1: At this rate, Fabrienne would collect [ANS] stamps in $9$ years.
Question 2: At this rate, Fabrienne would collect $2016$ stamps in [ANS] years.","1134, 16",97.68,1
911,"A bug is on a vertex of a regular icosahedron (a polyhedron with 20 triangular faces.) Every second, it can either move to one of the adjacent vertices, or teleport to the opposite vertex (i.e. the unique vertex of the icosahedron such that the distance traveled is greatest.) However, he can teleport at most twice before exhausting himself. If $M$ is the amount of ways he can move, such that he is at the original vertex after exactly $7$ seconds, compute the last $3$ nonzero digits of $M$ (Your answer should not contain any 0s.)",A,76.66,3
912,"A survey team is trying to estimate the height of a mountain above a level plain. From one point on the plain, they observe that the angle of elevation to the top of the mountain is $30 ^\circ$. From a point 1500 feet closer to the mountain along the plain, they find that the angle of elevation is $34 ^\circ$. How high (in feet) is the mountain? [ANS]",6012,97.2,1
913,$int {{{dx} over {x{{left( {x - 1} right)}^2}}}} = left( {} right)$,G,99.0,1
914,"A recent survey showed that among 800 randomly selected subjects who completed 4 years of college, 175 smoke and 625 do not smoke. Determine a 95\% confidence interval for the true proportion of the given population that smokes. 95\% CI: [ANS] to [ANS]",0.2474,47.07,4
915,"A line passes through the points $(4,-6)$ and $(9,-16)$. Find this line’s slope. If the slope does not exists, you may enter DNE or NONE.
This line’s slope is [ANS].",-1,81.65,2
916,"Plot the points $A=(1, 0)$, $B=(4, 3)$, and $C=(-5, 6)$. Notice that these points are vertices of a right triangle (the angle $A$ is 90 degrees). Find the distance between $A$ and $B$: [ANS]
Find the distance between $A$ and $C$: [ANS]
Find the area of the triangle $ABC$: [ANS]","4.243, 8.485, 18.00",91.39,1
917,"The time in hours for a worker to repair an electrical instrument is a Normally distributed random variable with a mean of $\mu$ and a standard deviation of 50. The repair times for 12 such instruments chosen at random are as follows: $\begin{array}{cccccccccccc}\hline 183 & 222 & 303 & 262 & 178 & 232 & 268 & 201 & 244 & 183 & 201 & 140 \\ \hline \end{array}$
Part a) Find a 95\% confidence interval for $\mu$. For both sides of the bound, leave your answer with 1 decimal place. ([ANS], [ANS]). Part b) Find the least number of repair times needed to be sampled in order to reduce the width of the confidence interval to below 30 hours. [ANS]",190,45.37,4
918,"Given $A=\left[ \begin{array} {c c} {{{1}}} & {{{2}}} \\ {{{3}}} & {{{4}}} \\ \end{array} \right].$
Find the spectral radius $\rho(A)$ of matrix $\boldsymbol{A}$.",C,77.43,3
919,"Let \( X_0, X_1, \dots, X_{n-1} \) be \( n \geq 2 \) given points in the plane, and let \( r > 0 \) be a real number. Alice and Bob play the following game. Firstly, Alice constructs a connected graph with vertices at the points \( X_0, X_1, \dots, X_{n-1} \), i.e., she connects some of the points with edges so that from any point you can reach any other point by moving along the edges.Then, Alice assigns to each vertex \( X_i \) a non-negative real number \( r_i \), for \( i = 0, 1, \dots, n-1 \), such that $\sum_{i=0}^{n-1} r_i = 1$. Bob then selects a sequence of distinct vertices \( X_{i_0} = X_0, X_{i_1}, \dots, X_{i_k} \) such that \( X_{i_j} \) and \( X_{i_{j+1}} \) are connected by an edge for every \( j = 0, 1, \dots, k-1 \). (Note that the length $k \geq 0$ is not fixed and the first selected vertex always has to be $X_0$.) Bob wins if
\[
\frac{1}{k+1} \sum_{j=0}^{k} r_{i_j} \geq r;
\]

otherwise, Alice wins. Let $R(n)$ denote \( n \) the largest possible value of \( r \) for which Bob has a winning strategy. Find \( \sum_{n=11}^{14} R(n) \).",0.1756,70.82,3
920,"It is your job to make numbered tags for placing on $372$ bicycles in your city. Tags are created by using stickers from 0 to 9 and placing them on a plastic surface. For example, you would create the tag number 313 by using a 3 sticker, a 1 sticker and then another 3 sticker. In creating all of the tags, determine the number of $2$ stickers you will use.
The number of $2$ s used up=[ANS]",178,99.0,1
921,Find the zeros of the function $f(x) = \left(1 - \tan(x)\right) \cdot \left(1 + \sin(2 \cdot x)\right) - \tan(x) + \cos(2 \cdot x) - 1$.,D,99.0,1
922,"What is the value of the integral $\oint_{c} \frac{2 z^{2}-z+1} {z-1} \mathrm{d} z$,Where $C \colon\mid z \mid=2$?",B,99.0,1
923,"Scientists are conducting an experiment with a gas in a sealed container. The mass of the gas is measured, and the scientists realize that the gas is leaking over time in a linear way. Its mass is leaking by $6.2$ grams per minute. Eight minutes since the experiment started, the remaining gas had a mass of $248$ grams. Let $x$ be the number of minutes that have passed since the experiment started, and let $y$ be the mass of the gas in grams at that moment. Use a linear equation to model the weight of the gas over time.
This line’s slope-intercept equation is [ANS].
$33$ minutes after the experiment started, there would be [ANS] grams of gas left.
If a linear model continues to be accurate, [ANS] minutes since the experiment started, all gas in the container will be gone.","93.00, 48.00",55.64,4
924,"According to one mathematical model, the average life expenctancy for American men born in 1900 was 55 years. Life expectancy has increased by about 0.2 year for each birth year after 1900. If this trend continues, for which birth year will the average life expentancy be 77 years? a) Write an equation to model the problem. Let $t$ represent the number of years after 1900 and let $n$ represent men's life expectancy at that time. For example $t=12$ and $n=57.4$ in the year 1912. Answer: [ANS]
b) Solve the equation, then answer the question given above. (Note: You are asked for a year, not a value for $t$. Answer: [ANS]",2010,57.53,4
925,"Your school creates student IDs by putting stick-on numbers from 0 to 9 onto a badge. Suppose you have to make $877$ tags with the first tag starting at $101$. For example, you would create the tag number 313 by using a 3 sticker, a 1 sticker and then another 3 sticker. In creating all of the badges, determine the number of $7$ stickers you will use.
The number of $7$ s used up=[ANS]",276,77.0,3
926,"Let $f(t)=5-3t^{2}.$ Evaluate $f(t+1)$.
$f(t+1)=$ [ANS]
Note: Your answer should be completely simplified. Unsimplified answers will not be accepted.",-3t^2 - 6t + 2,77.43,3
