id,subject,type,n_ans_slots,wolfram_status,wolfram_answer,confidence,batch,computable,notes,question_preview
0741,trigonometry,MCQ,0,DONE,solve (1+tanx)/(1-tanx)=1+sin2x,MED,B25,YES,trig identity equation; MCQ best=H,"Solve the equation ${\frac{1+\operatorname{tan} \, x} {1-\operatorname{tan} \,x}"
0742,statistics,free_single,1,UNVERIFIED,,,,YES,,The director of an alumni association for a university wants to look at the rela
0743,other,free_single,1,UNVERIFIED,,,,MAYBE,,A school purchased a batch of T-shirts from a company. The company charged ${\$9
0744,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Taxylvania has a tax code that rewards charitable giving. If a person gives $p$ 
0745,trigonometry,free_multi,8,UNVERIFIED,,,,YES,,Complete the following formulas: $\sin(2C)=$ [ANS] $\cos(A+B)=$ [ANS] $\tan(2C)=
0746,other,free_multi,7,UNVERIFIED,,,,MAYBE,,For the problems below add or subtract as indicated. $7506$ $+9911$=[ANS] $64784
0747,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Using Rabin cryptosystem with p=23 and q=7 Encrypt P=24 to find ciphertext. The 
0748,statistics,free_multi,12,DONE,"222.51, 186.49, 79.43, 66.57, 50.05, 41.95, 31.01, 25.99, 20.79, 3, 11.345, B",HIGH,B5,YES,chi-sq independence 12-slot,"It has been suggusted that the highest priority of retirees is travel. Thus, a s"
0749,algebra,free_multi,6,DONE,"5, 5, 5, 5, 5, is, 14/9, 19/14, 24/19, 29/24, 34/29, is not, 9+5n, (-1)^(n+1)(5n+9)",PARTIAL,B6,YES,format uncertain; 6 ANS slots but exact slot boundaries unclear,"Consider the sequence 9, 14, 19, 24, 29, 34... Compute the difference between su"
0750,other,free_multi,3,UNVERIFIED,,,,MAYBE,,Oil leaks from a tank. At hour $t=0$ there are 350 gallons of oil in the tank. E
0751,geometry,free_single,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B12,YES,"n-gon polygon count; teacher=31, best=45; competition",Given an odd integer $n \geq 3$. Let $V$ be the set of vertices of a regular $n$
0752,geometry,MCQ,0,UNVERIFIED,,,,YES,,"Given a parallelogram $ABCD$ , let $\mathcal{P}$ be a plane such that the distan"
0753,calculus,free_multi,4,DONE,"..., 16.56",MED,B16,YES,Steadia linear pop 4-slot; best=16.56 undercount 1of4,Steadia is an island which experienced approximately linear population growth fr
0754,algebra,free_single,1,UNVERIFIED,,,,YES,,"Let $m(x)=4x^2-7$, $n(x)=5x$, and $o(x)=\sqrt{3x+5}$. Find a simplified formula "
0755,trigonometry,MCQ,0,UNVERIFIED,,,,YES,,Find the steady-state solution of the equation y [n] + [1 / \surd(3)]y [n - 1] =
0756,other,free_multi,2,UNVERIFIED,,,,MAYBE,,"According to Car and Driver, an Alfa Romeo going 70 mph requires 177 feet to sto"
0757,other,free_single,1,UNVERIFIED,,,,MAYBE,,Three students collected data for a school project. Anita asked her classmates w
0758,statistics,free_single,1,UNVERIFIED,,,,YES,,For the purposes of this question a household corresponds to a single residentia
0759,statistics,free_single,1,UNVERIFIED,,,,YES,,Altough in general you cannot know the sampling distribution of the sample mean 
0760,calculus,MCQ,0,UNVERIFIED,,,,YES,,Find the sum of the series $\sum_{n=1}^\infty \frac{ x^{4 \cdot n-1} }{ 4 \cdot 
0761,other,free_single,1,UNVERIFIED,,,,MAYBE,,"The current value $f(n)$ is five times the previous value, plus four. Find a rec"
0762,algebra,free_single,1,DONE,2x(55x+21),HIGH,B12,YES,8x*7x+6x*8x+7*6x+x*6x=110x^2+42x=2x(55x+21); teacher/best agree (factored vs expanded),"Write the expression $(8x)(7x)+(6x) (8x)+7 (6x)+x(6x)$ in a simpler form, if pos"
0763,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Write a numerical expression for each verbal phrase. nine added to four [ANS] ei
0764,algebra,free_single,1,UNVERIFIED,,,,YES,,Rewrite the expression \ln (a+b)+4 \ln (a-b)-5 \ln c as a single logarithm $\ln 
0765,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Mr. Cleary's class and Ms. Ntuala's class go to use the computer lab. There are 
0766,other,free_multi,3,UNVERIFIED,,,,MAYBE,,Convert each mixed fraction to a decimal using at least four decimal places. $4 
0767,other,MCQ,0,UNVERIFIED,,,,MAYBE,,$int_{{}}^{{}}{frac{dx}{sqrt[3]{(x-1){{(x+1)}^{2}}}}}$
0768,algebra,MCQ,0,UNVERIFIED,,,,YES,,"The inverse function of $y = left{ begin{array}{l} 1 + {{rm{e}}^{ - x}}{rm{, }}q"
0769,trigonometry,free_single,1,UNVERIFIED,,,,YES,,An angle of $9 \pi$ radians can be converted to an angle of [ANS] degrees.
0770,other,free_multi,10,UNVERIFIED,,,,MAYBE,,"For each of the following, find the base $b$ if the graph of $y=b^x$ contains th"
0771,trigonometry,free_single,1,UNVERIFIED,,,,YES,,Find the exact value as fraction (not a decimal approximation). $ \sec\left(\fra
0772,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B12,YES,"OEIS bell-ringing MCQ; teacher=H, best=J",We now define an algorithm: The definition of a(n) is the sequence generated by 
0773,other,free_single,1,UNVERIFIED,,,,MAYBE,,Express the average age of three sisters in the terms of the age $a$ of the firs
0774,statistics,free_multi,5,UNVERIFIED,,,,YES,,"Find the five-number summary for the following 10 values: 31,\ 28,\ 32,\ 26,\ 42"
0775,trigonometry,free_single,1,DONE,6sin(x-7)-6,HIGH,B18,YES,"right 7, down 6, vstretch 6: y=6sin(x-7)-6; DISCREPANCY (best=""6sin(x-7)-36"" wrong, -36 not -6)",Find the equation of a sine wave that is obtained by shifting the graph of $y=\s
0776,other,free_single,1,UNVERIFIED,,,,MAYBE,,What is the value of $\frac{3}{4} x-\frac{1}{2}$ when $x=24$? [ANS] A. $17 \frac
0777,algebra,free_single,1,UNVERIFIED,,,,YES,,Evaluate: $ \frac{2^{6}}{2^{3}}=$ [ANS] Note: Your answer should be completely s
0778,other,MCQ,0,UNVERIFIED,,,,MAYBE,,You have applied to three medical schools: University of California at San Franc
0779,calculus,MCQ,0,UNVERIFIED,,,,YES,,"Given the function $f(x)=\begin{cases}\sin x,&\text{if } \cos x \text{ is a rati"
0780,other,free_single,1,UNVERIFIED,,,,MAYBE,,Subtract $-5t^{14}-7t^{12}-6t^{10}$ from the sum of $6t^{14}-5t^{12}+8t^{10}$ an
0781,algebra,free_single,1,DONE,sqrt(15)/8,HIGH,B13,YES,sqrt(3/8)*sqrt(5/8)=sqrt(15)/8; teacher/best agree,Simplify the expression ${\sqrt{\frac{3}{8}} \cdot \sqrt{\frac{5}{8}}}$. Use sqr
0782,other,free_single,1,UNVERIFIED,,,,MAYBE,,"Find the following partial sum, $ \sum_{n=0}^{40} (3-2 n)=$ [ANS]"
0783,calculus,MCQ,0,UNVERIFIED,,,,YES,,Solve the integral: $$ 2 \cdot \int \sin(-2 \cdot x)^5 \cdot \cos(2 \cdot x)^2 \
0784,other,free_single,1,UNVERIFIED,,,,MAYBE,,"Find the distance between the pair of real numbers: ${\textstyle\frac{7}{12}}$, "
0785,statistics,free_multi,4,DONE,"False, True, False, False",HIGH,B13,YES,"T/F stats; teacher=words, best=0/1 numeric (0.000=False); semantically agree","Select True or False, depending on whether the corresponding statement is true o"
0786,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Determine the count of positive integers $X$ that fulfill all of these criteria:
0787,other,free_multi,3,DONE,"148,178,452, 41.55, 46.97",MEDIUM,B1,MAYBE,discrete geometric 3-slot; format ambiguity on units,A country's consumption of iron increases 5.7\% per year. Assuming this rate of 
0788,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Let $f(x) =\frac{2}{x^2 -1}$ . Find the largest positive integer $n$ such that $
0789,algebra,free_multi,4,UNVERIFIED,,,,YES,,Find the absolute value of the following numbers. ${|{8}|=}$ [ANS] ${|{-8}|=}$ [
0790,algebra,free_single,1,DONE,-20x^2+45x-25=0,HIGH,B13,YES,-5(4x-5)(x-1)=-20x^2+45x-25; teacher correct; best=INVALID,Write the equation $-5 (4x-5) (x-1)=0$ in the standard form $a x^2+b x+c=0$. [AN
0791,trigonometry,MCQ,0,UNVERIFIED,,,,YES,,Calculate the sum $S=\cos(a)+\cos(2 \cdot a)+\cos(3 \cdot a) + \ldots + \cos(n \
0792,other,free_single,1,UNVERIFIED,,,,MAYBE,,Solve the expression $T h^{t}=V g^{t}$ for $t$ assuming that all other letters a
0793,statistics,free_multi,4,DONE,"1.35, (1.49, inf), 0.0895, D",HIGH,B6,YES,t-test 4-slot; note 'inf' not 'infty' in notation,"A manufacturer of light bulbs advertises that, on average, its long-life bulb wi"
0794,statistics,free_multi,2,DONE,"4.47, 4",HIGH,B13,YES,"mean=85/19=4.47, median=4; teacher correct; best=5 is wrong",Your teacher is trying to encourage her students to read more books. For the cur
0795,other,free_multi,3,UNVERIFIED,,,,MAYBE,,"A population, $P$, of a certain species of fish in a lake begins with $450$ memb"
0796,calculus,MCQ,0,UNVERIFIED,,,,YES,,Let $\omega_1$ be a circle of radius $1$ that is internally tangent to a circle 
0797,geometry,MCQ,0,UNVERIFIED,,,,YES,,"$\triangle ABC$ has $AB=3$ , $BC=2007$ , and $CA=2008$ . Point $E$ is on $AC$ su"
0798,algebra,free_multi,2,UNVERIFIED,,,,YES,,Solve for $t$: \sqrt{t-151}-\sqrt{t+117}=125 The only possible root is $t=$ [ANS
0799,other,free_single,0,UNVERIFIED,,,,MAYBE,,Jerry places at most one rook in each cell of a $2025 \times 2025$ grid of cells
0800,statistics,free_single,1,UNVERIFIED,,,,YES,,A medical researcher wants to investigate the amount of time it takes for patien
0801,linear_algebra,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B13,YES,"projective space linear maps competition; teacher=G, best=E; not computable",Let $V$ and $W$ be complex vector spaces of dimensions $m$ and $n$ respec- tivel
0802,algebra,free_single,1,DONE,26/7,HIGH,B18,YES,12/6 * 13/7 = 26/7; MATCH (best correct),Simplify the following and express your answer as a single fraction. No decimals
0803,other,free_single,1,UNVERIFIED,,,,MAYBE,,"According to the Food and Drug Administration (FDA), a cup of coffee contains on"
0804,calculus,MCQ,0,UNVERIFIED,,,,YES,,Calculate the integral $$ \int_{0}^{+\infty} \frac{x \sin(m x)}{x^{4} + a^{4}} \
0805,other,MCQ,0,UNVERIFIED,,,,MAYBE,,We now define an algorithm: The definition of a(n) is the number of n-step one-s
0806,trigonometry,free_multi,6,UNVERIFIED,,,,YES,,Assume that $\theta$ is an angle in quadrant III. Find the values of the six tri
0807,calculus,MCQ,0,UNVERIFIED,,,,YES,,Calculate the derivative of the function $r = \ln\left(\sqrt[4]{\frac{ 1+\tan(\v
0808,linear_algebra,MCQ,0,UNVERIFIED,,,,YES,,We now define an algorithm: The definition of a(n) is Blue code for n: in the bi
0809,other,free_single,0,UNVERIFIED,,,,MAYBE,,"The country of ELMOpia has $n \ge 4$ cities, where some pairs of cities are conn"
0810,trigonometry,MCQ,0,UNVERIFIED,,,,YES,,The general solution of the equation $y''+y= \sin x$ is
0811,other,free_single,1,UNVERIFIED,,,,MAYBE,,The mass of one hydrogen atom is $1.67 \times 10^{-24}$ gram. Find the mass of 8
0812,algebra,free_single,1,DONE,512/sin^6(2t),HIGH,B18,YES,(xy)^6=8 polar: r^12 sin^6(2t)/64=8 -> 512/sin^6(2t)=r^12; MATCH (best correct),Convert $\left(xy\right)^{6}=8$ to an equation in polar coordinates. [ANS] $=r^{
0813,statistics,free_multi,2,UNVERIFIED,,,,YES,,Under which of the following circumstances is it impossible to construct a confi
0814,statistics,free_multi,10,UNVERIFIED,,,,YES,,A study was conducted to see how people reacted to certain facial expressions. A
0815,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Take two numbers randomly from $(0,1)$, so what is the probability that the sum "
0816,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Animals and people that take in more energy than they expend will get fatter. He
0817,other,free_single,1,UNVERIFIED,,,,MAYBE,,Evaluate this expression: ${{{\textstyle\frac{8}{7}}}+8\cdot{{\textstyle\frac{8}
0818,algebra,free_multi,2,DONE,"5a+6b, ab",HIGH,B13,YES,6/a+5/b=(6b+5a)/(ab); teacher/best agree (numerator+denominator slots),Write the expression as a single fraction. Simplify your answer. $\begin{array}{
0819,trigonometry,MCQ,0,UNVERIFIED,,,,YES,,$\int_{{}}^{{}}{\frac{1+\sin x}{1+\cos x}dx}=$
0820,algebra,free_single,1,UNVERIFIED,,,,YES,,Simplify the expression: $18-6 \div 2$ [ANS]
0821,other,free_multi,4,UNVERIFIED,,,,MAYBE,,Suppose you want to use a paired sample to compare the mean TV viewing times of 
0822,other,free_single,1,UNVERIFIED,,,,MAYBE,,What is the linear velocity in MILES PER HOUR of the tip of a lawnmower blade sp
0823,number_theory,free_single,0,UNVERIFIED,,,,YES,,Let \(a\) be a positive integer. We say that \(a\) is bao-good if there exist in
0824,calculus,MCQ,0,UNVERIFIED,,,,YES,,Calculate the integral using the trapezoidal rule $$ y=\int_{0}^{x} \mathrm{e}^{
0825,calculus,MCQ,0,UNVERIFIED,,,,YES,,Find the value of the integral $\int_{0}^{\pi} \operatorname{tan}(\theta + \math
0826,other,free_single,1,UNVERIFIED,,,,MAYBE,,A manufacturer has 3400 units in stock. The product is now selling at \$6 per un
0827,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Where is the parabola $y = x^2$ closest to the point $(2,0)$?"
0828,statistics,free_multi,2,UNVERIFIED,,,,YES,,Use the given data to find the 95\% confidence interval estimate of the populati
0829,other,free_single,1,UNVERIFIED,,,,MAYBE,,You fire a rifle at an angle of 45 degrees. Thus the initial horizontal and vert
0830,geometry,free_single,1,DONE,44*pi/15,HIGH,B13,YES,arc: 3960*8/60*pi/180=44pi/15=9.215; teacher(exact)=best(decimal) agree,Find the distance along an arc on the surface of the earth that subtends a centr
0831,calculus,MCQ,0,UNVERIFIED,,,,YES,,"Solve the integral: $$ \int \frac{ 1 }{ \sin(8 \cdot x)^5 } \, dx $$"
0832,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Given \( y = {f^2}(x) \), assuming \( f(u) \) is twice differentiable, then \( y"
0833,other,free_single,1,UNVERIFIED,,,,MAYBE,,Enter the following rational numbers from least to greatest. Separate your answe
0834,algebra,free_multi,3,DONE,"pi/4, 3*pi/2, -19*pi/6",HIGH,B13,YES,"45=pi/4, 270=3pi/2, -570=-19pi/6; teacher correct; best=5 is undercount/wrong",Fill in the following equations: $45^\circ=$ [ANS] rad $270^\circ=$ [ANS] rad $-
0835,other,free_single,1,UNVERIFIED,,,,MAYBE,,Penelope collected a total of $2016$ stamps over the past $16$ years. On average
0836,geometry,free_single,0,DONE,2025,HIGH,B13,YES,min chords of length 2025: continuous fn theorem gives N=2025; teacher correct; best=15 wrong,Let \( f: \mathbb{R} \to \mathbb{R} \) be a continuous function. A chord is defi
0837,algebra,MCQ,0,UNVERIFIED,,,,YES,,"Find the value of $I=\int_{0}^{1}f(x)$d$x$ is (), where $$f(x)=\begin{cases}x\ma"
0838,statistics,free_single,1,UNVERIFIED,,,,YES,,One of the few negative side effects of quitting smoking is weight gain. Suppose
0839,trigonometry,MCQ,0,UNVERIFIED,,,,YES,,"Evaluate $\sum_{n=0}^\infty \mathrm{Arccot}(n^2+n+1)$, where $\mathrm{Arccot}\,t"
0840,calculus,MCQ,0,UNVERIFIED,,,,YES,,"Fix an integer $b \geq 2$. Let $f(1) = 1$, $f(2) = 2$, and for each $n \geq 3$, "
0841,trigonometry,free_multi,2,UNVERIFIED,,,,YES,,Let $f(x)=\sin{(8x)}$ and $g(x)=5+\sqrt{x}$. Find formulas for: (a) $f(g(x))=$ [
0842,statistics,free_multi,5,DONE,"65.47, 1.552, 6.052, 1.833, B",MED,B16,YES,chicken-weight t-test 5-slot; best has all 5,"When a poultry farmer uses his regular feed, the newborn chickens have normally "
0843,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Rewrite the following using a single exponent. $\begin{array}{cccc}\hline &  32^
0844,other,MCQ,0,UNVERIFIED,,,,MAYBE,,For $\mathbf{p}=\uparrow\mathbf{1}$ and $\mathbf{q}=1 7$ and choose $\mathrm{e}=
0845,algebra,free_single,1,UNVERIFIED,,,,YES,,Write the expression with positive exponents and simplify. $ \frac{1}{5^{-1}}$=[
0846,other,free_multi,5,UNVERIFIED,,,,MAYBE,,$\lceil 2.6\rceil=$ [ANS] $\lceil 0.800000000000001\rceil=$ [ANS] $\lceil 1.2\rc
0847,statistics,MCQ,0,UNVERIFIED,,,,YES,,Let the random variable X follow a Poisson distribution with parameter A. Prove 
0848,trigonometry,MCQ,0,UNVERIFIED,,,,YES,,Find the minimum value of $y = \frac{ \left(\cos(x)\right)^2 - 4 \cdot \cos(x) +
0849,calculus,free_single,1,UNVERIFIED,,,,YES,,Express the following sum in closed form. $ \sum\limits_{k=1}^{n} \ 8 \left(\fra
0850,geometry,MCQ,0,UNVERIFIED,,,,YES,,"You have $5$ boxes and $2005$ balls. $286$ , $645$ , and $1074$ of these balls a"
0851,algebra,free_single,1,DONE,"B, C",HIGH,B13,YES,"y=-5/8 x: (0,0)->B, (-24,15)->C satisfy; teacher/best agree",Consider the equation $y=-\frac{5}{8}x$ Which of the following ordered pairs are
0852,other,free_single,1,UNVERIFIED,,,,MAYBE,,"Each second, an atom clock runs $0.0008$ second slower than usual. This clock an"
0853,geometry,MCQ,0,UNVERIFIED,,,,YES,,What is the circumference of the ellipse $\frac{x^{2}}{4} + y^{2} = 1$? Provide 
0854,other,free_multi,2,UNVERIFIED,,,,MAYBE,,If $g(t)=\frac{1}{t+8}-6$ (a) Find $g(0)$. $g(0)=$ [ANS] (b) Exactly solve $g(t)
0855,other,free_multi,2,UNVERIFIED,,,,MAYBE,,The following table shows the number of canned food collected by a non-profit or
0856,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Alice and Bob play a game on a board consisting of one row of 2022 consecutive s
0857,statistics,free_multi,6,DONE,"A, 0.8974, 0.9146, A, 0.9015, 0.9221",MED,B16,YES,M&M weights 6-slot; best has all 6,Weights of 10 red and 36 brown randomly chosen M{\&}M plain candies are listed b
0858,statistics,free_multi,4,DONE,"2.300, 1.691, Yes",PARTIAL,B6,YES,slot 4 unknown (interpretation phrase),It is widely accepted that people are a little taller in the morning than at nig
0859,trigonometry,free_multi,4,UNVERIFIED,,,,YES,,"For each angle (in degrees) below, determine the quadrant in which the terminal "
0860,other,free_single,1,UNVERIFIED,,,,MAYBE,,"In a sequence of five integers the third integer is the sum of the previous two,"
0861,linear_algebra,MCQ,0,UNVERIFIED,,,,YES,,The tridiagonal matrix A[1..100][1..100] is stored in a one-dimensional array B[
0862,algebra,MCQ,0,UNVERIFIED,,,,YES,,We now define an algorithm: The definition of a(n) is the number of ordered leng
0863,algebra,free_single,1,UNVERIFIED,,,,YES,,"Simplify the following expression, and write your answer using only positive exp"
0864,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Your friend from Paris arrives in New York and the forecast is for a low of 53 a
0865,algebra,free_single,1,UNVERIFIED,,,,YES,,Translate the following phrase into a math expression or equation (whichever is 
0866,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Calculate the following products: $$ ( 2 ) \ {\frac{1} {2 \pi\mathrm{i}}} \int_{
0867,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Let two independent events, $A$ , $B$ and $C$, satisfy the following conditions:"
0868,number_theory,MCQ,0,UNVERIFIED,,,,YES,,Call a positive integer $\textit{troubling}$ if its only prime divisors are $2$ 
0869,other,free_multi,2,UNVERIFIED,,,,MAYBE,,"(a) Suppose you pick two numbers 5 and 6. Find their sum and product, but do not"
0870,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"A die is thrown 8 times, resulting in a 2 appearing 3 times, the probability is "
0871,other,MCQ,0,UNVERIFIED,,,,MAYBE,,The locus of the mid point of the line segment joining the focus to a moving poi
0872,calculus,free_multi,2,DONE,"infinity, 0",HIGH,B13,YES,lim(t->-inf)(t^2+5)=inf; lim(y->inf)4y^-2=0; teacher correct; best=INVALID,"Find: (a) $\lim\limits_{t\to-\infty}\, (t^{2}+5)=$ [ANS] (Enter the word infinit"
0873,other,MCQ,0,UNVERIFIED,,,,MAYBE,,We now define an algorithm: The definition of a(n) is the reversion transform of
0874,other,MCQ,0,UNVERIFIED,,,,MAYBE,,We now define an algorithm: The definition of a(n) is the result of the generali
0875,geometry,MCQ,0,UNVERIFIED,,,,YES,,"If the volume of the tetrahedron with edges $2i + j - k,\,\,i + aj + k$  and $i "
0876,algebra,MCQ,0,UNVERIFIED,,,,YES,,"After $5 k g$ soap is dissolved in $3 0 0 L$ water, clean water is poured in at "
0877,number_theory,MCQ,0,UNVERIFIED,,,,YES,,We now define an algorithm: The definition of a(n) is: Bisection (odd part) of C
0878,number_theory,MCQ,0,UNVERIFIED,,,,YES,,Find the remainder when $\left( 1 2 3 7 1^{5 6}+3 4 \right)^{2 8}$ is divided by
0879,geometry,MCQ,0,UNVERIFIED,,,,YES,,"Find the volume of the region of points $(x,y,z)$ such that \[ (x^2 + y^2 + z^2 "
0880,trigonometry,free_multi,2,DONE,"35/37, 35/12",HIGH,B13,YES,"cos=12/37: sin=35/37, tan=35/12; teacher(exact)=best(decimal) agree","Find $\sin \theta$ and $\tan \theta$ if $\cos \theta=\frac {12}{37}$, assuming t"
0881,number_theory,MCQ,0,UNVERIFIED,,,,YES,,"In the group G = {2, 4, 6, 8) under multiplication modulo 10, the identity eleme"
0882,other,free_multi,2,UNVERIFIED,,,,MAYBE,,"Town A and Town B were located close to each other, and recently merged into one"
0883,algebra,free_single,1,UNVERIFIED,,,,YES,,"You drop a rock into a deep well. You can't see the rock's impact at the bottom,"
0884,other,free_single,1,DONE,g(x)=(x-59)^2+74,HIGH,B8,MAYBE,prefix required; g(x)= form,"Given $f(x)=x^2$, after performing the following transformations: shift upward 7"
0885,statistics,free_multi,4,DONE,"18, 139.875, 18, B",HIGH,B16,YES,"mode=18, mean=1119/8=139.875, median=18, Mean(B) fails (outlier 999); best=""B"" undercount","Calculate the mode, mean, and median of the following data: 18, \ 20, \ 17, \ 18"
0886,statistics,free_multi,2,DONE,"A, C",HIGH,B6,YES,2-slot ME scaling + n_req,"In developing an interval estimate for a population mean, a sample of 50 observa"
0887,algebra,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B13,YES,"fuzzy logic min/max equation; teacher=I, best=C; not Wolfram-computable",Solve the equation $$ (x_{1} \wedge 0.6) \lor (x_{2} \wedge 0.7) \lor (x_{3} \we
0888,linear_algebra,MCQ,0,UNVERIFIED,,,,YES,,"Given $A P=P B$ , and $P=\left( \begin{matrix} {{{1}}} & {{{0}}} & {{{0}}} \\ {{"
0889,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Decide whether the expression \frac{20 y}{4 y+5} can be put in the form \frac{ax
0890,other,free_multi,4,UNVERIFIED,,,,MAYBE,,A study investigated the effect of the length and the repetition of TV advertise
0891,calculus,MCQ,0,UNVERIFIED,,,,YES,,The maximum interval of existence for the solution of the Cauchy problem $\left\
0892,other,free_single,1,UNVERIFIED,,,,MAYBE,,An aerial photograph from a U-2 spy plane is taken of a building suspected of ho
0893,other,free_multi,2,UNVERIFIED,,,,MAYBE,,"In a questionnaire, respondents are asked to mark their gender as male or female"
0894,statistics,free_multi,8,DONE,"0.008, 1.783, 2.013, -0.091, 0.283, -0.100, 0.272, 10",MEDIUM,B6,YES,"regression PI 8-slot; question hints 9, verified 10",The variables are x=SP500 market monthly log return and y=monthly return of Amer
0895,algebra,free_single,1,UNVERIFIED,,,,YES,,Find a formula for the exponential function which satisfies the given conditions
0896,algebra,free_multi,8,DONE,"False,True,False,False,True,True,False,True",HIGH,B13,YES,"expr-vs-eqn T/F 8-slot; teacher=words, best=0/1 binary; semantically agree",Choose True or False for the following questions about the difference between ex
0897,other,free_single,1,UNVERIFIED,,,,MAYBE,,Suppose that the mean score of a class of 34 students was 77. The 18 male studen
0898,algebra,free_single,1,UNVERIFIED,,,,YES,,Simplify the expression: $8\times 6+0 \times 7$ [ANS]
0899,calculus,MCQ,0,UNVERIFIED,,,,YES,,"Compute the integral: $$ \int \frac{ \tan(x) }{ \sqrt{\sin(x)^4+\cos(x)^4} } \, "
0900,algebra,free_multi,2,UNVERIFIED,,,,YES,,"Town A and Town B were located close to each other, and recently merged into one"
0901,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Let $\quad{\underline{{{2}}}}=\int_{1}^{2} {\frac{x-1} {x}}+\int_{2}^{3} {\frac{
0902,other,free_multi,2,DONE,"9, 6",HIGH,B8,MAYBE,simplified radical ratio,The expression \frac{\sqrt{81}}{\sqrt{36}} equals [ANS]/[ANS].
0903,statistics,free_multi,2,UNVERIFIED,,,,YES,,"In a histogram, the proportion of the total area which must be to the left of th"
0904,linear_algebra,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B13,YES,"fuzzy relation matrix composition; teacher=A, best=D; not Wolfram-verifiable",Let $$R_1 = \begin{pmatrix} 0.5 & 0.4 & 0.2 & 0.1 \\ 0.2 & 0.6 & 0.4 & 0.5 \\ 0.
0905,statistics,free_multi,2,UNVERIFIED,,,,YES,,"For each paired data set, construct a scatterplot and identify the mathematical "
0906,algebra,free_single,1,DONE,"x=2, x=5",HIGH,B18,YES,"VA of 3/((x-2)(x-5)): x=2,x=5; MATCH (best correct)",Find vertical asymptote(s) of the function ${m(x)={\frac{3}{x^{2}-7x+10}}}$. Use
0907,geometry,free_single,0,UNVERIFIED,,,,YES,,Let $\mathcal P$ be a simple polygon and let $j$ and $k$ be positive integers wi
0908,other,free_multi,2,UNVERIFIED,,,,MAYBE,,A typical cup of coffee contains about 100 mg of caffeine and every hour approxi
0909,other,free_single,1,UNVERIFIED,,,,MAYBE,,You start with 800 items. How many do you have after a 90\% increase? You will h
0910,other,free_multi,2,UNVERIFIED,,,,MAYBE,,"On average, Fabrienne collects $126$ stamps every year. Fill in blanks: Question"
0911,other,MCQ,0,UNVERIFIED,,,,MAYBE,,A bug is on a vertex of a regular icosahedron (a polyhedron with 20 triangular f
0912,other,free_single,1,UNVERIFIED,,,,MAYBE,,A survey team is trying to estimate the height of a mountain above a level plain
0913,other,MCQ,0,UNVERIFIED,,,,MAYBE,,$int {{{dx} over {x{{left( {x - 1} right)}^2}}}} = left( {} right)$
0914,statistics,free_multi,2,DONE,"(0.190, 0.247)",HIGH,B16,YES,"95% CI prop: 175/800 +/- 1.96*SE = (0.1901, 0.2474); best=0.2474 undercount (upper only)",A recent survey showed that among 800 randomly selected subjects who completed 4
0915,other,free_single,1,UNVERIFIED,,,,MAYBE,,"A line passes through the points $(4,-6)$ and $(9,-16)$. Find this line’s slope."
0916,geometry,free_multi,3,DONE,"3*sqrt(2), 6*sqrt(2), 18",HIGH,B13,YES,"AB=3sqrt2, AC=6sqrt2, area=18; teacher(exact)=best(decimal) agree","Plot the points $A=(1, 0)$, $B=(4, 3)$, and $C=(-5, 6)$. Notice that these point"
0917,statistics,free_multi,3,DONE,"189.8, 246.4, 43",HIGH,B6,YES,CI + n_req 3-slot,The time in hours for a worker to repair an electrical instrument is a Normally 
0918,linear_algebra,MCQ,0,UNVERIFIED,,,,YES,,Given $A=\left[ \begin{array} {c c} {{{1}}} & {{{2}}} \\ {{{3}}} & {{{4}}} \\ \e
0919,other,free_single,0,UNVERIFIED,,,,MAYBE,,"Let \( X_0, X_1, \dots, X_{n-1} \) be \( n \geq 2 \) given points in the plane, "
0920,other,free_single,1,UNVERIFIED,,,,MAYBE,,It is your job to make numbered tags for placing on $372$ bicycles in your city.
0921,trigonometry,MCQ,0,UNVERIFIED,,,,YES,,Find the zeros of the function $f(x) = \left(1 - \tan(x)\right) \cdot \left(1 + 
