item_id,item_type,predicted_kaggle_answer,confidence_pct,tier,runner_up_answer,runner_up_pct,num_submissions_agreeing,num_submissions_with_answer,teacher_consensus,teacher_agrees,investigation_flag,submission_answer_distribution_json
620,free,B,50.93,4,"1.512,2.286,1.69,B",33.01,2,10,,False,False,"{""1.512,2.286,1.69,B"": 1, ""B"": 2, ""1.5119,2.2857,2.167,B"": 3, ""2.286"": 1, ""\\frac{4}{\\sqrt7},2.28571,2.167,B"": 2, ""PLACEHOLDER_0620"": 1}"
621,free,153 - k,99.0,1,INVALID,1.27,7,12,153-k,True,False,"{""153-k"": 7, ""PLACEHOLDER_0621"": 3, ""INVALID"": 2}"
622,free,"3.854, 2.567, \text{Yes}",56.19,4,"3.854,2.567,Yes",28.36,2,12,,False,False,"{""3.854,2.567,\\text{Yes}"": 2, ""3.854,2.567,Yes"": 3, ""3.85,2.567,\\text{Yes}"": 3, ""Yes"": 1, ""3.855,2.567,Yes"": 2, ""PLACEHOLDER_0622"": 1}"
623,free,"1,0,0,0,1,1",81.86,2,T,8.28,4,12,,False,False,"{""1,0,0,0,1,1"": 4, ""T,F,F,F,T,T"": 3, ""T"": 1, ""1"": 1, ""True,False,False,False,True,True"": 2, ""PLACEHOLDER_0623"": 1}"
624,MCQ,F,99.0,1,INVALID,1.27,7,12,F,True,False,"{""F"": 7, ""PLACEHOLDER_0624"": 3, ""INVALID"": 2}"
625,free,5(x + 2)(x + 3),99.0,1,524,1.27,7,12,5(x+2)(x+3),True,False,"{""5(x+2)(x+3)"": 7, ""PLACEHOLDER_0625"": 3, ""524"": 2}"
626,MCQ,G,99.0,1,INVALID,1.27,7,12,G,True,False,"{""G"": 7, ""PLACEHOLDER_0626"": 3, ""INVALID"": 2}"
627,free,1090,85.57,2,1091,11.96,5,12,,False,False,"{""1090"": 5, ""\\frac{163\\sqrt{163}\\pi}{6}"": 3, ""1091"": 1, ""\\frac{32\\pi}{3}"": 2, ""PLACEHOLDER_0627"": 1}"
628,free,"76, 75.7, 75.67, 75.673",97.68,1,75.673,6.66,5,12,"76, 75.7, 75.67, 75.673",True,False,"{""76,75.7,75.67,75.673"": 5, ""75.673"": 2, ""PLACEHOLDER_0628"": 3, ""77"": 2}"
629,free,515,74.09,3,17247,16.65,4,8,,False,False,"{""515"": 4, ""17247"": 3, ""PLACEHOLDER_0629"": 1}"
630,free,"71.981, 564.365",97.68,1,564.365,6.66,5,12,"71.981, 564.365",True,False,"{""71.981,564.365"": 5, ""564.365"": 2, ""PLACEHOLDER_0630"": 3, ""72"": 2}"
631,MCQ,A,99.0,1,INVALID,1.27,7,12,A,True,False,"{""A"": 7, ""PLACEHOLDER_0631"": 3, ""INVALID"": 2}"
632,free,23,99.0,1,24,1.27,7,12,23,True,False,"{""23"": 7, ""PLACEHOLDER_0632"": 3, ""24"": 2}"
633,free,INVALID,45.37,4,8,37.42,1,12,"B,D,8",False,True,"{""8"": 7, ""INVALID"": 1, ""B,D,8"": 2, ""PLACEHOLDER_0633"": 2}"
634,free,109,99.0,1,110,1.27,7,12,109,True,False,"{""109"": 7, ""PLACEHOLDER_0634"": 3, ""110"": 2}"
635,free,"37.60, 0.7460, -25.40",91.39,1,-25.4,6.7,4,12,,False,False,"{""37.6,0.746,-25.4"": 4, ""37.6,0.746,-25.4\\%"": 3, ""-25.4"": 2, ""37.6,\\0.746,\\-25.4"": 2, ""PLACEHOLDER_0635"": 1}"
636,free,500050,95.51,1,9901,2.11,2,8,,False,False,"{""500050"": 2, ""990100"": 3, ""9901"": 2, ""PLACEHOLDER_0636"": 1}"
637,free,"A, B, F, C, D, E",97.68,1,E,6.66,5,12,"A,B,F,C,D,E",True,False,"{""A,B,F,C,D,E"": 5, ""E"": 2, ""PLACEHOLDER_0637"": 3, ""INVALID"": 2}"
638,free,D,59.24,4,"0.151,(-\infty,-1.75)U(1.75,\infty),0.8796,D",35.85,3,11,,False,False,"{""D"": 3, ""0.151,(-infty,-1.751)U(1.751,infty),0.88,D"": 3, ""0.151,(-\\infty,-1.75)U(1.75,\\infty),0.8796,D"": 1, ""0.151,(-infty,-1.75)U(1.75,infty),0.88,DoNotRejectH0"": 3, ""PLACEHOLDER_0638"": 1}"
639,free,3.325,99.0,1,4,1.27,7,12,3.325,True,False,"{""3.325"": 7, ""PLACEHOLDER_0639"": 3, ""4"": 2}"
640,MCQ,G,99.0,1,INVALID,1.27,7,12,G,True,False,"{""G"": 7, ""PLACEHOLDER_0640"": 3, ""INVALID"": 2}"
641,free,6.4,46.42,4,46.08,33.34,2,12,,False,False,"{""6.4,46.08"": 5, ""6.4"": 2, ""6.4,46.08,46.08"": 3, ""46.08"": 1, ""PLACEHOLDER_0641"": 1}"
642,free,"6.000, 1.047, 13.00",77.81,3,"6,\pi/3,13",17.36,3,12,,False,False,"{""6,1.047,13"": 3, ""13"": 4, ""6,\\pi/3,13"": 1, ""6,\\frac{\\pi}{3},13"": 2, ""PLACEHOLDER_0642"": 2}"
643,free,"1, 0, 0, 1, 0",23.11,5,"F,F,F,T,F",26.11,5,12,"True, False, False, True, False",False,True,"{""1,0,0,1,0"": 5, ""F,F,F,T,F"": 1, ""False"": 1, ""0"": 1, ""True,False,False,True,False"": 2, ""PLACEHOLDER_0643"": 2}"
644,MCQ,A,74.09,3,B,16.65,4,8,,False,False,"{""A"": 4, ""B"": 3, ""PLACEHOLDER_0644"": 1}"
645,free,129n - 11500,77.43,3,P=129n-11500,14.5,8,12,,False,False,"{""129n-11500"": 8, ""P=129n-11500"": 3, ""PLACEHOLDER_0645"": 1}"
646,MCQ,J,95.51,1,A,2.11,2,8,,False,False,"{""J"": 2, ""B"": 3, ""A"": 2, ""PLACEHOLDER_0646"": 1}"
647,MCQ,B,69.63,3,E,21.99,2,12,,False,False,"{""B"": 2, ""F"": 4, ""E"": 1, ""J"": 3, ""PLACEHOLDER_0647"": 2}"
648,free,"11.51 + 0.83x, 30.60",91.39,1,30.6,6.7,4,12,,False,False,"{""11.51+0.83x,30.6"": 4, ""W=11.51+0.83x,30.6"": 3, ""30.6"": 2, ""W=11.51+0.83x,\\30.60"": 2, ""PLACEHOLDER_0648"": 1}"
649,free,300,91.39,1,".

---

###**SummingtheValues**

Wecomputethesumofthese20numbers:",4.93,3,8,,False,False,"{""300"": 3, ""1.04858e+06"": 2, "".\n\n---\n\n###**SummingtheValues**\n\nWecomputethesumofthese20numbers:"": 1, ""PLACEHOLDER_0649"": 2}"
650,MCQ,J,99.0,1,INVALID,1.27,7,12,J,True,False,"{""J"": 7, ""PLACEHOLDER_0650"": 3, ""INVALID"": 2}"
651,free,"73.00, 114.5",91.39,1,114.5,6.7,4,12,,False,False,"{""73,114.5"": 4, ""73,\\114.49"": 3, ""114.5"": 2, ""73million,\\73e^{0.45}=114.49million"": 2, ""PLACEHOLDER_0651"": 1}"
652,free,142,46.95,4,163,34.08,2,6,,False,False,"{""163"": 3, ""142"": 2, ""PLACEHOLDER_0652"": 1}"
653,free,"\dfrac{600 - 45t}{7}, 85.71, 47.14",37.47,5,"\frac{600-45t}{7},85.71,47.14",32.66,1,10,,False,False,"{""\\dfrac{600-45t}{7},85.71,47.14"": 1, ""47.14"": 2, ""\\frac{600-45t}{7},85.71,47.14"": 1, ""-\\frac{45}{7}t+\\frac{600}{7},85.7143,47.1429"": 3, ""A=60\\cdot4^{(4-t)/7},\\quad60\\cdot4^{4/7}=132.5mg,\\quad60\\cdot4^{-2/7}=40.4mg"": 2, ""PLACEHOLDER_0653"": 1}"
654,free,"\sqrt{19}, 2, 2, 2",97.68,1,2,6.66,5,12,"\sqrt{19},2,2,2",True,False,"{""\\sqrt{19},2,2,2"": 5, ""2"": 2, ""PLACEHOLDER_0654"": 3, ""20"": 2}"
655,free,1,40.12,4,0.85L,44.9,1,12,S = 0.85L,False,True,"{""0.85L"": 4, ""S=0.85L"": 5, ""1"": 1, ""PLACEHOLDER_0655"": 2}"
656,free,6x^2 - 23x + 15,77.43,3,6x^{2}-23x+15,14.5,8,12,,False,False,"{""6x^2-23x+15"": 8, ""6x^{2}-23x+15"": 3, ""PLACEHOLDER_0656"": 1}"
657,free,"-10.33, 10.33",52.77,4,10.33,25.18,2,12,,False,False,"{""10.33"": 2, ""-10.33,10.33"": 2, ""-10.33,\\10.33"": 2, ""180-2\\sqrt{14},180+2\\sqrt{14},180-2\\sqrt{12.7},180+2\\sqrt{12.7},0,\\sqrt{26.7},-2\\sqrt{26.7},2\\sqrt{26.7}"": 3, ""172.517,187.483,172.873,187.127,0,5.1672,-10.334,10.334"": 2, ""PLACEHOLDER_0657"": 1}"
658,MCQ,A,99.0,1,INVALID,1.27,7,12,A,True,False,"{""A"": 7, ""PLACEHOLDER_0658"": 3, ""INVALID"": 2}"
659,free,29.94,77.43,3,29.91,14.5,8,12,,False,False,"{""29.94"": 8, ""29.91"": 3, ""PLACEHOLDER_0659"": 1}"
660,MCQ,E,82.34,2,C,11.35,7,11,,False,False,"{""E"": 7, ""C"": 3, ""PLACEHOLDER_0660"": 1}"
661,free,"r = 4 + \frac{h}{1000}, w = \frac{2880000000}{(h + 4000)^2}",41.16,4,"r=\frac{h+4000}{1000},\frac{2880000000}{(h+4000)^2}",20.27,2,12,,False,False,"{""r=4+\\frac{h}{1000},w=\\frac{2880000000}{(h+4000)^2}"": 2, ""r=\\frac{h+4000}{1000},\\frac{2880000000}{(h+4000)^2}"": 1, ""r=\\frac{h+4000}{1000},w=\\frac{2880000000}{(h+4000)^2}"": 1, ""r=4+\\frac{h}{1000},w=\\frac{2880}{\\left(4+\\frac{h}{1000}\\right)^2}"": 3, ""w=\\dfrac{2880000000}{(4000+h)^2}"": 1, ""w=\\frac{2880000000}{(h+4000)^2}"": 1, ""r=4+h/1000,\\w=2880/(4+h/1000)^2"": 2, ""PLACEHOLDER_0661"": 1}"
662,free,23,99.0,1,24,1.27,7,12,23,True,False,"{""23"": 7, ""PLACEHOLDER_0662"": 3, ""24"": 2}"
663,MCQ,F,99.0,1,INVALID,1.27,7,12,F,True,False,"{""F"": 7, ""PLACEHOLDER_0663"": 3, ""INVALID"": 2}"
664,free,"\dfrac{83}{100}, \dfrac{83}{99}",53.47,4,"0.83,0.838384",17.84,3,12,"\frac{83}{100},\frac{83}{99}",False,True,"{""\\dfrac{83}{100},\\dfrac{83}{99}"": 3, ""0.83,0.838384"": 2, ""\\dfrac{83}{99}"": 1, ""0.838384"": 1, ""PLACEHOLDER_0664"": 3, ""83101"": 2}"
665,MCQ,B,99.0,1,INVALID,1.27,7,12,B,True,False,"{""B"": 7, ""PLACEHOLDER_0665"": 3, ""INVALID"": 2}"
666,free,42.68,51.8,4,"76e^{0.4268t},42.68",44.5,5,12,,False,False,"{""76e^{0.4268t},42.68"": 1, ""42.68"": 5, ""76e^{\\left(\\frac{\\ln(419/76)}{4}\\right)t},milliondollars,42.78"": 3, ""76e^{0.4268t},\\42.68"": 2, ""PLACEHOLDER_0666"": 1}"
667,MCQ,H,99.0,1,INVALID,1.27,7,12,H,True,False,"{""H"": 7, ""PLACEHOLDER_0667"": 3, ""INVALID"": 2}"
668,MCQ,G,99.0,1,INVALID,0.96,4,9,G,True,False,"{""G"": 4, ""PLACEHOLDER_0668"": 3, ""INVALID"": 2}"
669,MCQ,H,99.0,1,INVALID,1.27,7,12,H,True,False,"{""H"": 7, ""PLACEHOLDER_0669"": 3, ""INVALID"": 2}"
670,MCQ,INVALID,45.37,4,A,37.42,1,12,D,False,True,"{""A"": 7, ""INVALID"": 1, ""D"": 2, ""PLACEHOLDER_0670"": 2}"
671,free,2,49.19,4,113.2,30.93,1,12,"1.71,113.2",False,True,"{""1.71,113.2"": 7, ""2"": 1, ""113.2"": 2, ""PLACEHOLDER_0671"": 2}"
672,MCQ,D,99.0,1,INVALID,1.27,7,12,D,True,False,"{""D"": 7, ""PLACEHOLDER_0672"": 3, ""INVALID"": 2}"
673,free,3497040,95.51,1,1.1664e+06,2.11,2,8,,False,False,"{""3.49704e+06"": 2, ""437400"": 3, ""1.1664e+06"": 2, ""PLACEHOLDER_0673"": 1}"
674,free,8x + 7,99.0,1,88,1.27,7,12,8x+7,True,False,"{""8x+7"": 7, ""PLACEHOLDER_0674"": 3, ""88"": 2}"
675,MCQ,INVALID,45.37,4,J,37.42,1,12,B,False,True,"{""J"": 7, ""INVALID"": 1, ""B"": 2, ""PLACEHOLDER_0675"": 2}"
676,free,A,54.66,4,"D,A,A",34.09,5,12,"D,A,A",False,True,"{""A"": 5, ""D,A,A"": 2, ""PLACEHOLDER_0676"": 3, ""INVALID"": 2}"
677,MCQ,F,99.0,1,INVALID,1.27,7,12,F,True,False,"{""F"": 7, ""PLACEHOLDER_0677"": 3, ""INVALID"": 2}"
678,free,13960,99.0,1,13961,1.27,7,12,13960,True,False,"{""13960"": 7, ""PLACEHOLDER_0678"": 3, ""13961"": 2}"
679,free,answer,55.37,4,11,37.42,1,12,,False,False,"{""11"": 7, ""answer"": 1, ""11ft"": 2, ""PLACEHOLDER_0679"": 2}"
680,free,"0.035, 0.0525, 0.0775, \text{A}",58.35,4,"0.035,0.053,0.078,A",28.74,2,12,,False,False,"{""0.035,0.0525,0.0775,\\text{A}"": 2, ""0.035,0.053,0.078,A"": 1, ""0.035,0.0525,0.0775,A"": 3, ""0.035,0.0525,0.0775,concave\\up"": 3, ""A"": 2, ""PLACEHOLDER_0680"": 1}"
681,free,"135, 205",46.42,4,205,33.34,2,12,,False,False,"{""28900,170,135,205"": 5, ""135,205"": 2, ""\\$28900.00,\\$170.00,\\$135.00,\\$205.00"": 3, ""205"": 1, ""PLACEHOLDER_0681"": 1}"
682,MCQ,INVALID,63.1,3,G,25.61,1,8,,False,False,"{""G"": 4, ""INVALID"": 1, ""S"": 1, ""PLACEHOLDER_0682"": 2}"
683,free,-0.65,99.0,1,1,1.27,7,12,-0.65,True,False,"{""-0.65"": 7, ""PLACEHOLDER_0683"": 3, ""1"": 2}"
684,free,answer,45.37,4,-1.555,37.42,1,12,-1.55,False,True,"{""-1.555"": 7, ""answer"": 1, ""-1.55"": 2, ""PLACEHOLDER_0684"": 2}"
685,free,"C,\ D",26.1,5,"C,D",33.15,1,12,C and D,False,True,"{""C,D"": 6, ""C,\\D"": 1, ""D"": 1, ""CandD"": 2, ""PLACEHOLDER_0685"": 2}"
686,MCQ,D,99.0,1,INVALID,1.27,7,12,D,True,False,"{""D"": 7, ""PLACEHOLDER_0686"": 3, ""INVALID"": 2}"
687,free,24500,77.43,3,"\$24{,}500",14.5,8,12,,False,False,"{""24500"": 8, ""\\$24{,}500"": 3, ""PLACEHOLDER_0687"": 1}"
688,free,6075,95.51,1,2.05538e+06,2.11,2,8,,False,False,"{""6075"": 2, ""2.05132e+06"": 3, ""2.05538e+06"": 2, ""PLACEHOLDER_0688"": 1}"
689,free,"45, 43",97.68,1,43,6.66,5,12,"45,43",True,False,"{""45,43"": 5, ""43"": 2, ""PLACEHOLDER_0689"": 3, ""46"": 2}"
690,MCQ,G,96.23,1,H,1.77,6,12,,False,False,"{""G"": 6, ""E"": 3, ""H"": 2, ""PLACEHOLDER_0690"": 1}"
691,free,"(19.67, 26.99)",77.43,3,"(19.67,27.00)",14.5,8,12,,False,False,"{""(19.67,26.99)"": 8, ""(19.67,27.00)"": 3, ""PLACEHOLDER_0691"": 1}"
692,free,1.24,99.0,1,2,1.27,7,12,1.24,True,False,"{""1.24"": 7, ""PLACEHOLDER_0692"": 3, ""2"": 2}"
693,free,5.500,67.58,3,"30,7.5,5.5",25.99,3,12,,False,False,"{""30,7.5,5.5"": 5, ""5.5"": 3, ""30,y=7.5,5.5"": 3, ""PLACEHOLDER_0693"": 1}"
694,free,"6750 + 9x, 36x, 27x - 6750, 250.0",51.24,4,250,41.47,5,12,,False,False,"{""6750+9x,36x,27x-6750,250"": 5, ""250"": 3, ""C(x)=6750+9x,\\R(x)=36x,\\P(x)=27x-6750,\\250"": 2, ""PLACEHOLDER_0694"": 2}"
695,MCQ,INVALID,45.78,4,B,36.78,1,12,E,False,True,"{""B"": 5, ""E"": 4, ""INVALID"": 1, ""PLACEHOLDER_0695"": 2}"
696,free,"-8, -81",33.41,5,"x+8,-8,-81",34.24,5,12,"x+8,-81",False,True,"{""-8,-81"": 5, ""x+8,-8,-81"": 1, ""-81"": 2, ""x+8,-81"": 2, ""PLACEHOLDER_0696"": 2}"
697,free,60,99.0,1,61,1.27,7,12,60,True,False,"{""60"": 7, ""PLACEHOLDER_0697"": 3, ""61"": 2}"
698,free,-50.92,99.0,1,-49,1.27,7,12,-50.92,True,False,"{""-50.92"": 7, ""PLACEHOLDER_0698"": 3, ""-49"": 2}"
699,free,"6, 3",97.68,1,3,6.66,5,12,"6,3",True,False,"{""6,3"": 5, ""3"": 2, ""PLACEHOLDER_0699"": 3, ""7"": 2}"
700,MCQ,A,60.82,3,INVALID,22.37,2,8,F,False,True,"{""A"": 2, ""INVALID"": 1, ""F"": 2, ""Q"": 1, ""PLACEHOLDER_0700"": 2}"
701,free,21.94,48.08,4,22,40.63,3,12,22,False,True,"{""21.94"": 3, ""22"": 4, ""PLACEHOLDER_0701"": 3, ""23"": 2}"
702,free,-u^4 - 4u^3 + 3u^2 - 6u - 8,77.43,3,-u^{4}-4u^{3}+3u^{2}-6u-8,14.5,8,12,,False,False,"{""-u^4-4u^3+3u^2-6u-8"": 8, ""-u^{4}-4u^{3}+3u^{2}-6u-8"": 3, ""PLACEHOLDER_0702"": 1}"
703,MCQ,B,77.0,3,E,14.78,6,10,,False,False,"{""B"": 6, ""E"": 3, ""PLACEHOLDER_0703"": 1}"
704,free,"3.652, 1.645, B",35.25,5,"3.654,1.645,B",25.41,1,12,,False,False,"{""3.653,1.645,B"": 4, ""3.652,1.645,B"": 1, ""3.654,1.645,B"": 1, ""B"": 2, ""3.65,1.645,B"": 2, ""PLACEHOLDER_0704"": 2}"
705,free,"1, 0, 0, 1",49.32,4,"True,False,False,True",21.05,3,12,"True,False,False,True",False,True,"{""1,0,0,1"": 3, ""True,False,False,True"": 2, ""True"": 1, ""1"": 1, ""PLACEHOLDER_0705"": 3, ""INVALID"": 2}"
706,free,2047.22,96.23,1,2047.28,1.77,6,12,,False,False,"{""2047.22"": 6, ""2034.29"": 3, ""2047.28"": 2, ""PLACEHOLDER_0706"": 1}"
707,free,"5200, 2600",97.68,1,2600,6.66,5,12,"5200,2600",True,False,"{""5200,2600"": 5, ""2600"": 2, ""PLACEHOLDER_0707"": 3, ""5201"": 2}"
708,free,-20.25,98.56,1,PLACEHOLDER_0708,1.19,3,12,,False,False,"{""-20.25"": 3, ""-4.5,4.5,-20.25"": 8, ""PLACEHOLDER_0708"": 1}"
709,MCQ,E,99.0,1,INVALID,1.27,7,12,E,True,False,"{""E"": 7, ""PLACEHOLDER_0709"": 3, ""INVALID"": 2}"
710,free,"1.838, 4.729",85.57,2,4.729,11.96,5,12,,False,False,"{""1.838,4.729"": 5, ""2\\pi-\\arccos\\!\\left(\\frac18\\right)-3,2\\pi+\\arccos\\!\\left(\\frac18\\right)-3"": 3, ""4.729"": 1, ""x=2\\pi-\\arccos\\!(\\frac{1}{8})-3,\\quadx=2\\pi+\\arccos\\!(\\frac{1}{8})-3"": 2, ""PLACEHOLDER_0710"": 1}"
711,MCQ,D,77.43,3,A,14.5,8,12,,False,False,"{""D"": 8, ""A"": 3, ""PLACEHOLDER_0711"": 1}"
712,free,INVALID,52.86,4,"D,D,A",20.4,1,12,"D,D,A",False,True,"{""D,D,A"": 4, ""A"": 5, ""INVALID"": 1, ""PLACEHOLDER_0712"": 2}"
713,free,"-3, \text{not real}",81.86,2,-3,8.28,4,12,,False,False,"{""-3,\\text{notreal}"": 4, ""-3,\\\\text{notreal}"": 3, ""-3"": 1, ""\\text{notreal}"": 1, ""-3,notreal"": 2, ""PLACEHOLDER_0713"": 1}"
714,free,A,55.37,4,84,37.42,1,12,,False,False,"{""84"": 7, ""A"": 1, ""\\84.00"": 2, ""PLACEHOLDER_0714"": 2}"
715,free,8.500,76.27,3,"5,7,9,13,8.5,6,7,8,9,10,11,8.5",20.67,4,12,,False,False,"{""8.5"": 4, ""5,7,9,13,8.5,6,7,8,9,10,11,8.5"": 2, ""5,7,9,13,8.5,6,7,9,8,10,11,8.5"": 3, ""5,7,9,13,\\8.5,\\6,7,8,9,10,11,\\8.5"": 2, ""PLACEHOLDER_0715"": 1}"
716,free,answer,45.37,4,0.5758,37.42,1,12,\frac{19}{33},False,True,"{""0.5758"": 7, ""answer"": 1, ""0.575758"": 2, ""PLACEHOLDER_0716"": 2}"
717,free,7992,99.0,1,7993,1.27,7,12,7992,True,False,"{""7992"": 7, ""PLACEHOLDER_0717"": 3, ""7993"": 2}"
718,free,median,47.07,4,"6.57618e+07,7.2704e+07,median",45.81,2,12,,False,False,"{""6.57618e+07,7.2704e+07,median"": 6, ""66206244.\\overline{4},7.2704e+07,median"": 3, ""median"": 2, ""PLACEHOLDER_0718"": 1}"
719,MCQ,E,99.0,1,INVALID,1.27,7,12,E,True,False,"{""E"": 7, ""PLACEHOLDER_0719"": 3, ""INVALID"": 2}"
720,MCQ,INVALID,45.37,4,I,37.42,1,12,D,False,True,"{""I"": 7, ""INVALID"": 1, ""D"": 2, ""PLACEHOLDER_0720"": 2}"
721,free,"C,A,A",55.37,4,A,37.42,1,12,,False,False,"{""A"": 7, ""C,A,A"": 1, ""D,A,A"": 2, ""PLACEHOLDER_0721"": 2}"
722,free,2051325,74.09,3,2.07944e+09,16.65,4,8,,False,False,"{""2.05132e+06"": 4, ""2.07944e+09"": 3, ""PLACEHOLDER_0722"": 1}"
723,free,"-\dfrac{\sqrt{3}}{2}, -\dfrac{\sqrt{2}}{2}",79.79,3,-\dfrac{\sqrt{2}}{2},6.45,5,12,"-\frac{\sqrt3}{2},-\frac{\sqrt2}{2}",False,True,"{""-\\dfrac{\\sqrt{3}}{2},-\\dfrac{\\sqrt{2}}{2}"": 5, ""-\\dfrac{\\sqrt{2}}{2}"": 2, ""-\\frac{\\sqrt3}{2},-\\frac{\\sqrt2}{2}"": 2, ""-\\frac{\\sqrt{3}}{2},-\\frac{\\sqrt{2}}{2}"": 1, ""PLACEHOLDER_0723"": 2}"
724,free,2,46.95,4,\dfrac{3\sqrt{3}}{2},34.08,2,6,,False,False,"{""\\dfrac{3\\sqrt{3}}{2}"": 3, ""2"": 2, ""PLACEHOLDER_0724"": 1}"
725,free,"41.30, 13.28, \text{A}",72.61,3,"41.3,13.277,A",14.42,3,12,,False,False,"{""41.3,13.28,\\text{A}"": 3, ""41.3,13.28,A"": 2, ""41.3,13.277,A"": 1, ""A"": 2, ""41.302,13.277,A"": 2, ""PLACEHOLDER_0725"": 2}"
726,free,"7, 48",97.68,1,48,6.66,5,12,"7,48",True,False,"{""7,48"": 5, ""48"": 2, ""PLACEHOLDER_0726"": 3, ""8"": 2}"
727,MCQ,INVALID,67.68,3,A,20.22,1,9,,False,False,"{""A"": 5, ""INVALID"": 1, ""T"": 1, ""PLACEHOLDER_0727"": 2}"
728,free,80000,99.0,1,80001,1.27,7,12,80000,True,False,"{""80000"": 7, ""PLACEHOLDER_0728"": 3, ""80001"": 2}"
729,MCQ,G,99.0,1,INVALID,1.27,7,12,G,True,False,"{""G"": 7, ""PLACEHOLDER_0729"": 3, ""INVALID"": 2}"
730,MCQ,I,99.0,1,INVALID,1.27,7,12,I,True,False,"{""I"": 7, ""PLACEHOLDER_0730"": 3, ""INVALID"": 2}"
731,MCQ,J,99.0,1,INVALID,1.27,7,12,J,True,False,"{""J"": 7, ""PLACEHOLDER_0731"": 3, ""INVALID"": 2}"
732,MCQ,H,99.0,1,INVALID,1.27,7,12,H,True,False,"{""H"": 7, ""PLACEHOLDER_0732"": 3, ""INVALID"": 2}"
733,free,"68, 247, 97, 17",97.68,1,17,6.66,5,12,"68,247,97,17",True,False,"{""68,247,97,17"": 5, ""17"": 2, ""PLACEHOLDER_0733"": 3, ""69"": 2}"
734,free,4.830,65.42,3,"4830,4.83",23.94,2,12,"4830,4.83",False,True,"{""4830,4.83"": 8, ""4.83"": 2, ""PLACEHOLDER_0734"": 2}"
735,free,"28.00, 42.50, 55.00, -29.00, 82.00, 27.00, A",66.47,3,A,26.85,6,12,,False,False,"{""28,42.5,55,-29,82,27,A"": 6, ""A"": 2, ""28,42.5,55,-29,82,27,True"": 2, ""PLACEHOLDER_0735"": 2}"
736,free,\dfrac{\sqrt{30}}{2},69.97,3,303,15.88,3,12,sqrt(30)/2,False,True,"{""\\dfrac{\\sqrt{30}}{2}"": 3, ""\\frac{\\sqrt{30}}{2}"": 4, ""303"": 1, ""sqrt(30)/2"": 2, ""PLACEHOLDER_0736"": 2}"
737,free,2140,77.43,3,\$2140,14.5,8,12,,False,False,"{""2140"": 8, ""\\$2140"": 3, ""PLACEHOLDER_0737"": 1}"
738,free,"A, C, A, A",97.68,1,A,6.66,5,12,"A,C,A,A",True,False,"{""A,C,A,A"": 5, ""A"": 2, ""PLACEHOLDER_0738"": 3, ""INVALID"": 2}"
739,free,\dfrac{Q}{1 - Z},97.54,1,\frac{Q}{1-Z},0.97,5,12,,False,False,"{""\\dfrac{Q}{1-Z}"": 5, ""U=\\dfrac{Q}{1-Z}"": 3, ""\\frac{Q}{1-Z}"": 3, ""PLACEHOLDER_0739"": 1}"
740,free,\dfrac{5184}{81 \cos^2 t - 64 \sin^2 t},97.54,1,\frac{5184}{81\cos^2t-64\sin^2t},0.97,5,12,,False,False,"{""\\dfrac{5184}{81\\cos^2t-64\\sin^2t}"": 5, ""\\frac{5184}{81\\cos^2(t)-64\\sin^2(t)}"": 3, ""\\frac{5184}{81\\cos^2t-64\\sin^2t}"": 3, ""PLACEHOLDER_0740"": 1}"
741,MCQ,H,92.2,1,J,11.95,6,12,H,True,False,"{""H"": 6, ""J"": 1, ""PLACEHOLDER_0741"": 3, ""INVALID"": 2}"
742,free,241.0,99.0,1,242,1.27,7,12,241.0,True,False,"{""241"": 7, ""PLACEHOLDER_0742"": 3, ""242"": 2}"
743,free,430,99.0,1,431,1.27,7,12,430,True,False,"{""430"": 7, ""PLACEHOLDER_0743"": 3, ""431"": 2}"
744,free,"26.875, 32.1875",91.92,1,32.1875,12.21,4,10,"26.875,32.1875",True,False,"{""26.875,32.1875"": 4, ""32.1875"": 1, ""PLACEHOLDER_0744"": 3, ""27"": 2}"
