item_id,category,search_status,found_answer,source_url,source_type,confidence,notes
831,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
832,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
833,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
834,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
835,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
836,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
837,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
838,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
839,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
840,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
841,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
842,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
843,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
844,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
845,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
846,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
847,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
848,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
849,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
850,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
851,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
852,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
853,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
854,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
855,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
856,MCQ,GOLD,290,https://kskedlaya.org/putnam-archive/2022s.pdf,putnam_2022_A5,95,"Putnam 2022 A5 EXACTLY (Alice/Bob, row of 2022 squares, place 2-adjacent tiles, Alice maximizes uncovered). Official Putnam solutions PDF (fetched/read) states ""the number in question equals 290"" (a(2022)=2+floor(2022/7)=290). opt[7]=290 verbatim -> GOLD."
857,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
858,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
859,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
860,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
861,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
863,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
864,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
865,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
866,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
867,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
868,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
869,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
870,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
871,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
872,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
875,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
876,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
878,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
879,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
880,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
881,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
882,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
883,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
884,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
885,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
886,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
887,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
888,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
889,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
890,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
891,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
892,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
893,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
894,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
895,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
896,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
897,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
898,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
899,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
900,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
901,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
902,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
903,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
904,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
905,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
906,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
907,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
908,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
909,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
910,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
912,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
913,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
914,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
915,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
916,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
917,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
918,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
919,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
920,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
921,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
922,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
923,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
924,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
925,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
926,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
927,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
928,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
929,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
930,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
931,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
932,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
933,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
935,MCQ,NOT_FOUND,,,,,Sum of distinct angles from diagonals of regular octagon. Search returned 2013 AMC 10A #25 (DIFFERENT: # intersection points = 49). No page with our exact angle-sum problem. NOT_FOUND.
936,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
937,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
938,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
939,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
941,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
942,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-8 (final) bulk NOT_FOUND; distinctive items searched.
